"LIBERTY-EYLAU ISD","LIBERTY-EYLAU MIDDLE","019908041","019908","06 - 08","M","019","08","BOWIE","","N","R","NA","NQ","","N"
"LIBERTY-EYLAU ISD","LIBERTY-EYLAU PRI","019908101","019908","EE - 02","E","019","08","BOWIE","019908103","N","A","NA","NQ","LIBERTY-EYLAU INT","N"
"LINDALE ISD","LINDALE H S","212903001","212903","09 - 12","S","212","07","SMITH","","N","R","NQ","NQ","","N"
"LINDALE ISD","LINDALE INT","212903103","212903","04 - 06","E","212","07","SMITH","","N","R","NA","NQ","","N"
"LINDALE ISD","LINDALE MIDDLE","212903041","212903","07 - 08","M","212","07","SMITH","","N","R","NA","R","","N"
"LINDALE ISD","LINDALE PRI","212903101","212903","EE - 01","E","212","07","SMITH","212903102","N","A","NA","NQ","LINDALE ELEM","N"
"LINDALE ISD","ST LOUIS UNIT","212903002","212903","EE - 07","E","212","07","SMITH","","N","N","NR","","","N"
"LINDALE ISD","VELMA PENNY EL","212903102","212903","02 - 03","E","212","07","SMITH","","N","A","NA","NQ","LINDALE INT.","N"
"LINDEN-KILDARE CONS ISD","LINDEN EL","034905102","034905","EE - 05","E","034","08","CASS","","N","E","NA","NQ","","N"
"LINDEN-KILDARE CONS ISD","LINDEN-KILDARE H S","034905002","034905","09 - 12","S","034","08","CASS","","N","E","NQ","NQ","","N"
"LINDEN-KILDARE CONS ISD","LINDEN-KILDARE J H","034905041","034905","06 - 08","M","034","08","CASS","","N","R","NA","NQ","","N"
"LINDSAY ISD","LINDSAY EL","049907101","049907","EE - 08","E","049","11","COOKE","","N","E","NA","NQ","","N"
"LINDSAY ISD","LINDSAY H S","049907001","049907","09 - 12","S","049","11","COOKE","","N","E","NQ","NQ","","N"
"LINGLEVILLE ISD","LINGLEVILLE SCHOOL","072909001","072909","PK - 12","B","072","11","ERATH","","N","A","NQ","NQ","","N"
"LIPAN ISD","LIPAN EL","111902101","111902","PK - 06","E","111","11","HOOD","","N","A","NA","NQ","","N"
"LIPAN ISD","LIPAN H S","111902001","111902","07 - 12","S","111","11","HOOD","","N","R","NQ","NQ","","N"
"LIT CYPRESS-MRCEVILLE ISD","LIT CYPR-MRCEVILLE H S","181908001","181908","09 - 12","S","181","05","ORANGE","","N","R","NQ","NQ","","N"
"LIT CYPRESS-MRCEVILLE ISD","LITTLE CYPRESS EL","181908101","181908","EE - 03","E","181","05","ORANGE","","N","E","NA","M","LITTLE CYPRESS INT.","N"
"LIT CYPRESS-MRCEVILLE ISD","LITTLE CYPRESS INT","181908103","181908","03 - 05","E","181","05","ORANGE","","N","E","NA","M","","N"
"LIT CYPRESS-MRCEVILLE ISD","LITTLE CYPRESS J H","181908041","181908","06 - 08","M","181","05","ORANGE","","N","R","NA","NQ","","N"
"LIT CYPRESS-MRCEVILLE ISD","MAURICEVILLE EL","181908102","181908","PK - 05","E","181","05","ORANGE","","N","E","NA","R","","N"
"LIT CYPRESS-MRCEVILLE ISD","MAURICEVILLE MIDDLE","181908042","181908","06 - 08","M","181","05","ORANGE","","N","R","NA","NQ","","N"
"LITTLE ELM ISD","LITTLE ELM H S","061914001","061914","09 - 12","S","061","11","DENTON","","N","A","NQ","NQ","","N"
"LITTLE ELM ISD","LITTLE ELM INT","061914101","061914","03 - 05","E","061","11","DENTON","","N","R","NA","NQ","","N"
"LITTLE ELM ISD","LITTLE ELM MIDDLE","061914041","061914","06 - 08","M","061","11","DENTON","","N","A","NA","R","","N"
"LITTLE ELM ISD","LITTLE ELM PRI","061914102","061914","EE - 02","E","061","11","DENTON","061914101","N","R","NA","NQ","LITTLE ELM INT.","N"
"LITTLEFIELD ISD","LITTLEFIELD EL","140904102","140904","03 - 05","E","140","17","LAMB","","N","R","NA","NQ","","N"
"LITTLEFIELD ISD","LITTLEFIELD H S","140904001","140904","09 - 12","S","140","17","LAMB","","N","A","NQ","NQ","","N"
"LITTLEFIELD ISD","LITTLEFIELD INSTR CTR","140904002","140904","07 - 12","S","140","17","LAMB","","N","3","PE","","","N"
"LITTLEFIELD ISD","LITTLEFIELD J H","140904041","140904","06 - 08","M","140","17","LAMB","","N","A","NA","NQ","","N"
"LITTLEFIELD ISD","LITTLEFIELD PRI","140904103","140904","EE - 02","E","140","17","LAMB","140904102","N","R","NA","NQ","LITTLEFIELD EL","N"
"LIVINGSTON ISD","LIVINGSTON EL","187907102","187907","03 - 04","E","187","06","POLK","","N","A","NA","NQ","","N"
"LIVINGSTON ISD","LIVINGSTON H S","187907002","187907","09 - 12","S","187","06","POLK","","N","A","NQ","NQ","","N"
"LIVINGSTON ISD","LIVINGSTON INT","187907101","187907","05 - 06","M","187","06","POLK","","N","A","NA","NQ","","N"
"LIVINGSTON ISD","LIVINGSTON J H","187907041","187907","07 - 08","M","187","06","POLK","","N","A","NA","NQ","","N"
"LIVINGSTON ISD","LIVINGSTON PRI","187907103","187907","EE - 02","E","187","06","POLK","187907102","N","A","NA","NQ","LIVINGSTON EL","N"
"LLANO ISD","LLANO EL","150901101","150901","EE - 05","E","150","13","LLANO","","N","E","NA","M","","N"
"LLANO ISD","LLANO H S","150901001","150901","09 - 12","S","150","13","LLANO","","N","A","NQ","NQ","","N"
"LLANO ISD","LLANO J H","150901041","150901","06 - 08","M","150","13","LLANO","","N","A","NA","NQ","","N"
"LOCKHART ISD","CAMP COMANCHE","028902043","028902","06 - 12","B","028","13","CALDWELL","","N","N","NR","","","N"
"LOCKHART ISD","CLEAR FORK EL","028902101","028902","01 - 02","E","028","13","CALDWELL","028902104","N","A","NA","NQ","PLUM CREEK EL","N"
"LOCKHART ISD","JUVENILE DETENTION CTR","028902003","028902","07 - 10","S","028","13","CALDWELL","","N","N","NR","","","N"
"LOCKHART ISD","LOCKHART H S","028902001","028902","09 - 12","S","028","13","CALDWELL","","N","A","NQ","NQ","","N"
"LOCKHART ISD","LOCKHART INT","028902103","028902","05 - 06","M","028","13","CALDWELL","","N","A","NA","NQ","","N"
"LOCKHART ISD","LOCKHART J H","028902041","028902","07 - 08","M","028","13","CALDWELL","","N","A","NA","NQ","","N"
"LOCKHART ISD","LOCKHART KIND","028902102","028902","EE - KG","E","028","13","CALDWELL","","N","N","NR","","","N"
"LOCKHART ISD","PEGASUS SCH","028902040","028902","05 - 12","B","028","13","CALDWELL","","N","N","NR","","","N"
"LOCKHART ISD","PLUM CREEK EL","028902104","028902","03 - 04","E","028","13","CALDWELL","","N","A","NA","NQ","","N"
"LOCKHART ISD","PRIDE SCH","028902038","028902","09 - 12","S","028","13","CALDWELL","","N","2","PE","","","N"
"LOCKNEY ISD","CAP ROCK CO-OP","077902002","077902","09 - 11","S","077","17","FLOYD","","N","N","NR","","","N"
"LOCKNEY ISD","LOCKNEY EL","077902101","077902","EE - 05","E","077","17","FLOYD","","N","A","NA","NQ","","N"
"LOCKNEY ISD","LOCKNEY H S","077902001","077902","09 - 12","S","077","17","FLOYD","","N","E","NQ","NQ","","N"
"LOCKNEY ISD","LOCKNEY J H","077902041","077902","06 - 08","M","077","17","FLOYD","","N","A","NA","NQ","","N"
"LOHN ISD","LOHN SCHOOL","160905001","160905","KG - 12","B","160","15","MCCULLOCH","","N","E","NQ","NQ","","N"
"LOMETA ISD","LOMETA SCHOOL","141902001","141902","PK - 12","B","141","12","LAMPASAS","","N","R","NQ","NQ","","N"
"LONDON ISD","LONDON EL","178906101","178906","KG - 08","E","178","02","NUECES","","N","E","NA","NQ","","N"
"LONE OAK ISD","LONE OAK EL","116906101","116906","KG - 04","E","116","10","HUNT","","N","E","NA","NQ","","N"
"LONE OAK ISD","LONE OAK H S","116906001","116906","09 - 12","S","116","10","HUNT","","N","R","NQ","NQ","","N"
"LONE OAK ISD","LONE OAK MIDDLE","116906041","116906","05 - 08","M","116","10","HUNT","","N","E","NA","NQ","","N"
"LONGVIEW ISD","BRAMLETTE EL","092903101","092903","EE - 05","E","092","07","GREGG","","N","A","NA","NQ","","N"
"LONGVIEW ISD","DORIS MCQUEEN PRI","092903107","092903","EE - 02","E","092","07","GREGG","092903105","N","R","NA","NQ","JOHNSTON EL","N"
"LONGVIEW ISD","FOREST PARK MIDDLE","092903041","092903","06 - 08","M","092","07","GREGG","","N","A","NA","NQ","","N"
"LONGVIEW ISD","FOSTER MIDDLE","092903042","092903","06 - 08","M","092","07","GREGG","","N","A","NA","NQ","","N"
"LONGVIEW ISD","G K FOSTER PRI","092903116","092903","PK - 02","E","092","07","GREGG","092903106","N","A","NA","NQ","MCCLURE EL","N"
"LONGVIEW ISD","HUDSON EL","092903117","092903","01 - 05","E","092","07","GREGG","","N","E","NA","NQ","","N"
"LONGVIEW ISD","J L EVERHART PRI","092903103","092903","EE - 02","E","092","07","GREGG","092903106","N","A","NA","NQ","MCCLURE EL","N"
"LONGVIEW ISD","JOHNSTON EL","092903105","092903","03 - 05","E","092","07","GREGG","","N","R","NA","NQ","","N"
"LONGVIEW ISD","JUDSON MIDDLE","092903043","092903","06 - 08","M","092","07","GREGG","","N","A","NA","R","","N"
"LONGVIEW ISD","JUVENILE DETENT CTR","092903200","092903","04 - 11","B","092","07","GREGG","","N","1","PE","","","N"
"LONGVIEW ISD","LONGVIEW H S","092903001","092903","09 - 12","S","092","07","GREGG","","N","A","NQ","NQ","","N"
"LONGVIEW ISD","MCCLURE EL","092903106","092903","03 - 05","E","092","07","GREGG","","N","A","NA","NQ","","N"
"LONGVIEW ISD","PINEWOOD PARK EL","092903108","092903","EE - 05","E","092","07","GREGG","","C","A","NA","NQ","","N"
"LONGVIEW ISD","SOUTH WARD EL","092903112","092903","KG - 05","E","092","07","GREGG","","N","A","NA","NQ","","N"
"LONGVIEW ISD","SP ED ANNEX","092903118","092903","EE - 12","B","092","07","GREGG","","N","N","NR","","","N"
"LONGVIEW ISD","VALLEY VIEW EL","092903113","092903","PK - 05","E","092","07","GREGG","","N","R","NA","NQ","","N"
"LONGVIEW ISD","WARE EL","092903114","092903","PK - 05","E","092","07","GREGG","","N","A","NA","NQ","","N"
"LOOP ISD","LOOP SCHOOL","083902001","083902","PK - 12","B","083","17","GAINES","","N","R","NQ","R","","N"
"LORAINE ISD","HOBBS ALTER ED CO-OP","168902002","168902","12 - 12","S","168","14","MITCHELL","","N","1","PE","","","N"
"LORAINE ISD","LORAINE SCHOOL","168902001","168902","PK - 12","B","168","14","MITCHELL","","N","A","NQ","NQ","","N"
"LORENA ISD","CHALLENGE ACADEMY","161907004","161907","09 - 11","S","161","12","MCLENNAN","","N","N","NR","","","N"
"LORENA ISD","LORENA EL","161907101","161907","EE - 05","E","161","12","MCLENNAN","","N","E","NA","NQ","","N"
"LORENA ISD","LORENA H S","161907001","161907","09 - 12","S","161","12","MCLENNAN","","N","R","NQ","NQ","","N"
"LORENA ISD","LORENA MIDDLE","161907041","161907","06 - 08","M","161","12","MCLENNAN","","N","E","NA","R","","N"
"LORENA ISD","OPTIONS","161907003","161907","09 - 09","S","161","12","MCLENNAN","","N","1","PE","","","N"
"LORENZO ISD","LORENZO EL","054902102","054902","PK - 06","E","054","17","CROSBY","","N","A","NA","NQ","","N"
"LORENZO ISD","LORENZO H S","054902001","054902","07 - 12","S","054","17","CROSBY","","N","A","NQ","NQ","","N"
"LOS FRESNOS CONS ISD","CAMERON CO J J A E P","031906005","031906","09 - 09","S","031","01","CAMERON","","N","N","NR","","","N"
"LOS FRESNOS CONS ISD","LAS YESCAS EL","031906103","031906","PK - 05","E","031","01","CAMERON","","N","E","NA","NQ","","N"
"LOS FRESNOS CONS ISD","LOPEZ-RIGGINS EL","031906104","031906","EE - 05","E","031","01","CAMERON","","N","R","NA","NQ","","N"
"LOS FRESNOS CONS ISD","LOS CUATES MIDDLE","031906041","031906","06 - 08","M","031","01","CAMERON","","N","R","NA","RM","","N"
"LOS FRESNOS CONS ISD","LOS FRESNOS EL","031906101","031906","PK - 05","E","031","01","CAMERON","","N","E","NA","NQ","","N"
"LOS FRESNOS CONS ISD","LOS FRESNOS H S","031906001","031906","09 - 12","S","031","01","CAMERON","","N","R","NQ","NQ","","N"
"LOS FRESNOS CONS ISD","PALMER-LAAKSO EL","031906106","031906","EE - 05","E","031","01","CAMERON","","N","E","NA","R","","N"
"LOS FRESNOS CONS ISD","RESACA MIDDLE","031906105","031906","06 - 08","M","031","01","CAMERON","","N","R","NA","M","","N"
"LOS FRESNOS CONS ISD","RIO GRANDE MARINE INST","031906003","031906","09 - 09","S","031","01","CAMERON","","N","N","NR","","","N"
"LOS FRESNOS CONS ISD","VILLAREAL EL","031906102","031906","PK - 05","E","031","01","CAMERON","","N","E","NA","NQ","","N"
"LOUISE ISD","LOUISE EL","241906101","241906","EE - 06","E","241","03","WHARTON","","N","A","NA","M","","N"
"LOUISE ISD","LOUISE H S","241906001","241906","07 - 12","S","241","03","WHARTON","","N","A","NQ","NQ","","N"
"LOVEJOY ISD","LOVEJOY EL","043919101","043919","KG - 06","E","043","10","COLLIN","","N","E","NA","R","","N"
"LOVELADY ISD","LOVELADY EL","113903102","113903","PK - 08","E","113","06","HOUSTON","","N","R","NA","NQ","","N"
"LOVELADY ISD","LOVELADY H S","113903002","113903","09 - 12","S","113","06","HOUSTON","","N","R","NQ","NQ","","N"
"LUBBOCK ISD","ALDERSON J H","152901041","152901","07 - 09","M","152","17","LUBBOCK","","N","A","NA","NQ","","N"
"LUBBOCK ISD","ARNETT EL","152901101","152901","KG - 06","E","152","17","LUBBOCK","","N","A","NA","NQ","","N"
"LUBBOCK ISD","ATKINS J H","152901042","152901","07 - 09","M","152","17","LUBBOCK","","N","A","NA","NQ","","N"
"LUBBOCK ISD","BALLENGER EARLY CHILD CTR","152901131","152901","PK - KG","E","152","17","LUBBOCK","","N","N","NR","","","N"
"LUBBOCK ISD","BAYLESS EL","152901102","152901","EE - 06","E","152","17","LUBBOCK","","N","A","NA","NQ","","N"
"LUBBOCK ISD","BEAN EL","152901103","152901","KG - 06","E","152","17","LUBBOCK","","N","A","NA","NQ","","N"
"LUBBOCK ISD","BOWIE EL","152901104","152901","KG - 06","E","152","17","LUBBOCK","","N","R","NA","R","","N"
"LUBBOCK ISD","BOZEMAN EL","152901105","152901","KG - 06","E","152","17","LUBBOCK","","N","R","NA","NQ","","N"
"LUBBOCK ISD","BROWN EL","152901106","152901","KG - 06","E","152","17","LUBBOCK","","N","A","NA","NQ","","N"
"LUBBOCK ISD","CAVAZOS J H","152901048","152901","07 - 09","M","152","17","LUBBOCK","","N","A","NA","NQ","","N"
"LUBBOCK ISD","CORONADO H S","152901001","152901","10 - 12","S","152","17","LUBBOCK","","N","A","NQ","NQ","","N"
"LUBBOCK ISD","DUNBAR J H","152901049","152901","07 - 09","M","152","17","LUBBOCK","","N","A","NA","NQ","","N"
"LUBBOCK ISD","DUPRE EL","152901108","152901","KG - 06","E","152","17","LUBBOCK","","N","A","NA","NQ","","N"
"LUBBOCK ISD","ESTACADO H S","152901005","152901","10 - 12","S","152","17","LUBBOCK","","N","A","NQ","NQ","","N"
"LUBBOCK ISD","EVANS J H","152901043","152901","07 - 09","M","152","17","LUBBOCK","","N","A","NA","NQ","","N"
"LUBBOCK ISD","GUADALUPE EL","152901109","152901","KG - 06","E","152","17","LUBBOCK","","N","A","NA","NQ","","N"
"LUBBOCK ISD","HARDWICK EL","152901110","152901","KG - 06","E","152","17","LUBBOCK","","N","E","NA","M","","N"
"LUBBOCK ISD","HARWELL EL","152901111","152901","KG - 06","E","152","17","LUBBOCK","","N","A","NA","NQ","","N"
"LUBBOCK ISD","HAYNES EL","152901112","152901","EE - 06","E","152","17","LUBBOCK","","N","E","NA","NQ","","N"
"LUBBOCK ISD","HODGES EL","152901113","152901","KG - 06","E","152","17","LUBBOCK","","N","A","NA","NQ","","N"
"LUBBOCK ISD","HOMEBOUND","152901009","152901","EE - 12","B","152","17","LUBBOCK","","N","N","NR","","","N"
"LUBBOCK ISD","HONEY EL","152901144","152901","KG - 06","E","152","17","LUBBOCK","","N","E","NA","NQ","","N"
"LUBBOCK ISD","HUNT EL","152901138","152901","EE - 06","E","152","17","LUBBOCK","","N","A","NA","NQ","","N"
"LUBBOCK ISD","HUTCHINSON J H","152901044","152901","07 - 09","M","152","17","LUBBOCK","","N","A","NA","NQ","","N"
"LUBBOCK ISD","ILES EL","152901114","152901","KG - 06","E","152","17","LUBBOCK","","N","A","NA","NQ","","N"
"LUBBOCK ISD","IRONS J H","152901051","152901","07 - 09","M","152","17","LUBBOCK","","N","E","NA","NQ","","N"
"LUBBOCK ISD","JACKSON EL","152901115","152901","KG - 06","E","152","17","LUBBOCK","","N","A","NA","NQ","","N"
"LUBBOCK ISD","LUBBOCK CO J J A E P","152901015","152901","08 - 10","S","152","17","LUBBOCK","","N","N","NR","","","N"
"LUBBOCK ISD","LUBBOCK H S","152901003","152901","10 - 12","S","152","17","LUBBOCK","","N","A","NQ","R","","N"
"LUBBOCK ISD","MACKENZIE J H","152901045","152901","07 - 09","M","152","17","LUBBOCK","","N","R","NA","NQ","","N"
"LUBBOCK ISD","MAEDGEN EL","152901117","152901","EE - 06","E","152","17","LUBBOCK","","N","R","NA","NQ","","N"
"LUBBOCK ISD","MARTIN EARLY CHILD CTR","152901118","152901","EE - KG","E","152","17","LUBBOCK","","N","N","NR","","","N"
"LUBBOCK ISD","MATTHEWS LRN CTR","152901011","152901","09 - 12","S","152","17","LUBBOCK","","N","1","PE","","","N"
"LUBBOCK ISD","MCWHORTER EL","152901116","152901","KG - 06","E","152","17","LUBBOCK","","N","R","NA","NQ","","N"
"LUBBOCK ISD","MONTEREY H S","152901004","152901","10 - 12","S","152","17","LUBBOCK","","N","A","NQ","NQ","","N"
"LUBBOCK ISD","MURFEE EL","152901140","152901","EE - 06","E","152","17","LUBBOCK","","N","E","NA","NQ","","N"
"LUBBOCK ISD","NEW DIRECTIONS","152901006","152901","07 - 12","S","152","17","LUBBOCK","","N","1","PE","","","N"
"LUBBOCK ISD","OVERTON EL","152901120","152901","KG - 06","E","152","17","LUBBOCK","","N","E","NA","NQ","","N"
"LUBBOCK ISD","PARKWAY EL","152901121","152901","KG - 06","E","152","17","LUBBOCK","","N","A","NA","NQ","","N"
"LUBBOCK ISD","PARSONS EL","152901122","152901","KG - 06","E","152","17","LUBBOCK","","N","R","NA","R","","N"
"LUBBOCK ISD","POSEY EL","152901123","152901","KG - 06","E","152","17","LUBBOCK","","N","A","NA","NQ","","N"
"LUBBOCK ISD","PROJECT INTERCEPT SCH","152901007","152901","05 - 12","B","152","17","LUBBOCK","","N","N","NR","","","N"
"LUBBOCK ISD","RAMIREZ EL","152901146","152901","KG - 06","E","152","17","LUBBOCK","","N","A","NA","NQ","","N"
"LUBBOCK ISD","RUSH EL","152901124","152901","KG - 06","E","152","17","LUBBOCK","","N","R","NA","NQ","","N"
"LUBBOCK ISD","SLATON J H","152901047","152901","07 - 09","M","152","17","LUBBOCK","","N","A","NA","NQ","","N"
"LUBBOCK ISD","SMITH EL","152901147","152901","KG - 06","E","152","17","LUBBOCK","","N","E","NA","M","","N"
"LUBBOCK ISD","STEWART EL","152901128","152901","KG - 06","E","152","17","LUBBOCK","","N","E","NA","NQ","","N"
"LUBBOCK ISD","STUBBS EL","152901129","152901","EE - 06","E","152","17","LUBBOCK","","N","E","NA","NQ","","N"
"LUBBOCK ISD","T A A P","152901052","152901","07 - 09","M","152","17","LUBBOCK","","N","1","PE","","","N"
"LUBBOCK ISD","TUBBS EL","152901139","152901","EE - 06","E","152","17","LUBBOCK","","N","R","NA","R","","N"
"LUBBOCK ISD","WATERS EL","152901145","152901","KG - 06","E","152","17","LUBBOCK","","N","A","NA","NQ","","N"
"LUBBOCK ISD","WESTER EL","152901132","152901","KG - 06","E","152","17","LUBBOCK","","N","R","NA","M","","N"
"LUBBOCK ISD","WHEATLEY EL","152901133","152901","KG - 06","E","152","17","LUBBOCK","","N","A","NA","NQ","","N"
"LUBBOCK ISD","WHEELOCK EL","152901134","152901","KG - 06","E","152","17","LUBBOCK","","N","A","NA","NQ","","N"
"LUBBOCK ISD","WHITESIDE EL","152901143","152901","KG - 06","E","152","17","LUBBOCK","","N","E","NA","NQ","","N"
"LUBBOCK ISD","WILLIAMS EL","152901142","152901","KG - 06","E","152","17","LUBBOCK","","N","E","NA","NQ","","N"
"LUBBOCK ISD","WILSON EL","152901135","152901","EE - 06","E","152","17","LUBBOCK","","N","E","NA","NQ","","N"
"LUBBOCK ISD","WILSON S J H","152901050","152901","07 - 09","M","152","17","LUBBOCK","","N","A","NA","NQ","","N"
"LUBBOCK ISD","WOLFFARTH EL","152901136","152901","KG - 06","E","152","17","LUBBOCK","","N","R","NA","NQ","","N"
"LUBBOCK ISD","WRIGHT EL","152901137","152901","EE - 06","E","152","17","LUBBOCK","","N","A","NA","NQ","","N"
"LUBBOCK-COOPER ISD","COOPER EL","152906101","152906","EE - 03","E","152","17","LUBBOCK","","N","R","NA","R","COOPER INT.","N"
"LUBBOCK-COOPER ISD","COOPER H S","152906001","152906","09 - 12","S","152","17","LUBBOCK","","N","E","NQ","R","","N"
"LUBBOCK-COOPER ISD","COOPER INT","152906102","152906","04 - 05","E","152","17","LUBBOCK","","N","E","NA","R","","N"
"LUBBOCK-COOPER ISD","COOPER J H","152906041","152906","06 - 08","M","152","17","LUBBOCK","","N","A","NA","R","","N"
"LUEDERS-AVOCA ISD","LUEDERS-AVOCA EL/J H","127905101","127905","EE - 08","E","127","14","JONES","","N","R","NA","NQ","","N"
"LUEDERS-AVOCA ISD","LUEDERS-AVOCA H S","127905001","127905","09 - 12","S","127","14","JONES","","N","E","NQ","NQ","","N"
"LUFKIN ISD","ANDERSON EL","003903115","003903","04 - 06","E","003","07","ANGELINA","","N","R","NA","R","","N"
"LUFKIN ISD","BRANDON EL","003903116","003903","03 - 06","E","003","07","ANGELINA","","N","A","NA","NQ","","N"
"LUFKIN ISD","BROOKHOLLOW EL","003903112","003903","04 - 06","E","003","07","ANGELINA","","N","A","NA","NQ","","N"
"LUFKIN ISD","COSTON EL","003903103","003903","04 - 06","E","003","07","ANGELINA","","N","A","NA","NQ","","N"
"LUFKIN ISD","GARRETT EL","003903104","003903","EE - 02","E","003","07","ANGELINA","003903116","N","A","NA","NQ","BRANDON EL","N"
"LUFKIN ISD","HACKNEY SP ED","003903105","003903","EE - 12","B","003","07","ANGELINA","","N","N","NR","","","N"
