"EDCOUCH-ELSA ISD","CENTRAL MIDDLE","108903104","108903","05 - 06","M","108","01","HIDALGO","","N","R","NA","NQ","","N"
"EDCOUCH-ELSA ISD","EDCOUCH EL","108903102","108903","EE - 02","E","108","01","HIDALGO","108903105","N","R","NA","NQ","L B J EL","N"
"EDCOUCH-ELSA ISD","EDCOUCH-ELSA H S","108903001","108903","09 - 12","S","108","01","HIDALGO","","N","A","NQ","NQ","","N"
"EDCOUCH-ELSA ISD","EDCOUCH-ELSA J H","108903041","108903","07 - 08","M","108","01","HIDALGO","","N","R","NA","NQ","","N"
"EDCOUCH-ELSA ISD","KENNEDY EL","108903103","108903","PK - 02","E","108","01","HIDALGO","108903105","N","R","NA","NQ","L B J EL","N"
"EDCOUCH-ELSA ISD","L B J EL","108903105","108903","03 - 04","E","108","01","HIDALGO","","N","R","NA","NQ","","N"
"EDEN CONS ISD","C B P","048901195","048901","12 - 12","S","048","15","CONCHO","","N","N","NR","","","N"
"EDEN CONS ISD","EDEN EL","048901101","048901","PK - 06","E","048","15","CONCHO","","N","A","NA","NQ","","N"
"EDEN CONS ISD","EDEN H S","048901001","048901","07 - 12","S","048","15","CONCHO","","N","A","NQ","R","","N"
"EDEN CONS ISD","FAIRVIEW ACCELERATED","048901003","048901","09 - 12","S","048","15","CONCHO","","N","2","PE","","","N"
"EDEN CONS ISD","SAN ANGELO SPECIAL PROGS","048901199","048901","06 - 06","M","048","15","CONCHO","","N","N","NR","","","N"
"EDGEWOOD ISD","ACCELERATED LRN SCH","015905047","015905","06 - 08","M","015","20","BEXAR","","N","1","PE","","","N"
"EDGEWOOD ISD","ALONSO S PERALES EL","015905106","015905","PK - 06","E","015","20","BEXAR","","N","R","NA","NQ","","N"
"EDGEWOOD ISD","BRENTWOOD MIDDLE","015905041","015905","06 - 08","M","015","20","BEXAR","","N","A","NA","NQ","","N"
"EDGEWOOD ISD","BURLESON EL","015905102","015905","PK - 06","E","015","20","BEXAR","","N","A","NA","NQ","","N"
"EDGEWOOD ISD","CARDENAS CTR","015905118","015905","EE - PK","E","015","20","BEXAR","","N","N","NR","","","N"
"EDGEWOOD ISD","CENIZO PARK EL","015905104","015905","PK - 06","E","015","20","BEXAR","","N","A","NA","NQ","","N"
"EDGEWOOD ISD","COMPETENCY BASED H S","015905006","015905","09 - 12","S","015","20","BEXAR","","N","2","PE","","","N"
"EDGEWOOD ISD","CORONADO/ESCOBAR EL","015905105","015905","PK - 06","E","015","20","BEXAR","","N","A","NA","NQ","","N"
"EDGEWOOD ISD","E T WRENN J H","015905044","015905","07 - 08","M","015","20","BEXAR","","N","A","NA","NQ","","N"
"EDGEWOOD ISD","EDGEWOOD EL","234903101","234903","EE - 05","E","234","07","VAN ZANDT","","N","E","NA","NQ","","N"
"EDGEWOOD ISD","EDGEWOOD H S","234903001","234903","09 - 12","S","234","07","VAN ZANDT","","N","E","NQ","R","","N"
"EDGEWOOD ISD","EDGEWOOD MIDDLE","234903041","234903","06 - 08","M","234","07","VAN ZANDT","","N","R","NA","R","","N"
"EDGEWOOD ISD","EMMA FREY EL","015905107","015905","PK - 06","E","015","20","BEXAR","","N","A","NA","NQ","","N"
"EDGEWOOD ISD","GARDENDALE EL","015905108","015905","PK - 06","E","015","20","BEXAR","","N","A","NA","NQ","","N"
"EDGEWOOD ISD","GUS GARCIA J H","015905046","015905","07 - 08","M","015","20","BEXAR","","N","A","NA","NQ","","N"
"EDGEWOOD ISD","H B GONZALEZ EL","015905117","015905","PK - 06","E","015","20","BEXAR","","N","A","NA","NQ","","N"
"EDGEWOOD ISD","H K WILLIAMS EL","015905115","015905","PK - 06","E","015","20","BEXAR","","N","A","NA","NQ","","N"
"EDGEWOOD ISD","HOELSCHER EL","015905101","015905","PK - 05","E","015","20","BEXAR","","N","R","NA","NQ","","N"
"EDGEWOOD ISD","JOHNSON EL","015905109","015905","PK - 06","E","015","20","BEXAR","","N","A","NA","NQ","","N"
"EDGEWOOD ISD","KENNEDY H S","015905002","015905","09 - 12","S","015","20","BEXAR","","N","A","NQ","NQ","","N"
"EDGEWOOD ISD","LAS PALMAS EL","015905110","015905","PK - 06","E","015","20","BEXAR","","N","A","NA","NQ","","N"
"EDGEWOOD ISD","LOMA PARK EL","015905112","015905","PK - 05","E","015","20","BEXAR","","N","A","NA","NQ","","N"
"EDGEWOOD ISD","MEMORIAL H S","015905003","015905","09 - 12","S","015","20","BEXAR","","N","A","NQ","NQ","","N"
"EDGEWOOD ISD","MULTI DISTRICT ALTER","015905011","015905","08 - 10","S","015","20","BEXAR","","N","N","NR","","","N"
"EDGEWOOD ISD","ROOSEVELT EL","015905113","015905","PK - 05","E","015","20","BEXAR","","N","A","NA","NQ","","N"
"EDGEWOOD ISD","STAFFORD EL","015905114","015905","PK - 06","E","015","20","BEXAR","","N","R","NA","NQ","","N"
"EDGEWOOD ISD","TRUMAN MIDDLE","015905045","015905","06 - 08","M","015","20","BEXAR","","N","A","NA","NQ","","N"
"EDGEWOOD ISD","WINSTON EL","015905116","015905","PK - 05","E","015","20","BEXAR","","N","A","NA","NQ","","N"
"EDINBURG CISD","AUSTIN EL","108904101","108904","EE - 05","E","108","01","HIDALGO","","N","R","NA","NQ","","N"
"EDINBURG CISD","BREWSTER EL","108904102","108904","PK - 08","E","108","01","HIDALGO","","N","A","NA","NQ","","N"
"EDINBURG CISD","CANO-GONZALEZ EL","108904122","108904","PK - 05","E","108","01","HIDALGO","","N","E","NA","NQ","","N"
"EDINBURG CISD","CANTERBURY EL","108904114","108904","EE - 05","E","108","01","HIDALGO","","N","E","NA","RM","","N"
"EDINBURG CISD","CAYETANO CAVAZOS EL","108904123","108904","EE - 05","E","108","01","HIDALGO","","N","A","NA","NQ","","N"
"EDINBURG CISD","CO-OP PROGRAM","108904005","108904","09 - 12","S","108","01","HIDALGO","","N","2","PE","","","N"
"EDINBURG CISD","DE ESCANDON EL","108904116","108904","PK - 05","E","108","01","HIDALGO","","N","R","NA","NQ","","N"
"EDINBURG CISD","DE LA VINA EL","108904117","108904","PK - 05","E","108","01","HIDALGO","","N","R","NA","NQ","","N"
"EDINBURG CISD","DE ZAVALA EL","108904110","108904","PK - 05","E","108","01","HIDALGO","","N","A","NA","NQ","","N"
"EDINBURG CISD","EDINBURG ACADEMY","108904041","108904","06 - 08","M","108","01","HIDALGO","","N","2","PE","","","N"
"EDINBURG CISD","EDINBURG H S","108904001","108904","09 - 12","S","108","01","HIDALGO","","N","A","NQ","NQ","","N"
"EDINBURG CISD","EDINBURG NORTH H S","108904003","108904","09 - 12","S","108","01","HIDALGO","","N","A","NQ","NQ","","N"
"EDINBURG CISD","EDINBURG SIXTH GRADE","108904042","108904","06 - 06","M","108","01","HIDALGO","","N","A","NA","NQ","","N"
"EDINBURG CISD","EDINBURG SOUTH J H","108904044","108904","07 - 08","M","108","01","HIDALGO","","N","A","NA","NQ","","N"
"EDINBURG CISD","EISENHOWER EL","108904120","108904","PK - 05","E","108","01","HIDALGO","","N","A","NA","NQ","","N"
"EDINBURG CISD","FREDDY GONZALEZ EL","108904112","108904","PK - 05","E","108","01","HIDALGO","","N","E","NA","R","","N"
"EDINBURG CISD","HARGILL EL","108904103","108904","PK - 05","E","108","01","HIDALGO","","N","A","NA","NQ","","N"
"EDINBURG CISD","J J A E P","108904039","108904","09 - 09","S","108","01","HIDALGO","","N","N","NR","","","N"
"EDINBURG CISD","JEFFERSON EL","108904105","108904","PK - 05","E","108","01","HIDALGO","","N","R","NA","NQ","","N"
"EDINBURG CISD","JOHN F KENNEDY EL","108904121","108904","EE - 05","E","108","01","HIDALGO","","N","A","NA","NQ","","N"
"EDINBURG CISD","JUVENILE DETENTION CTR","108904040","108904","06 - 10","B","108","01","HIDALGO","","N","N","NR","","","N"
"EDINBURG CISD","L B JOHNSON EL","108904113","108904","PK - 05","E","108","01","HIDALGO","","N","R","NA","NQ","","N"
"EDINBURG CISD","LEE EL","108904107","108904","EE - 05","E","108","01","HIDALGO","","N","R","NA","NQ","","N"
"EDINBURG CISD","MEMORIAL J H","108904045","108904","07 - 08","M","108","01","HIDALGO","","N","A","NA","NQ","","N"
"EDINBURG CISD","MONTE CRISTO EL","108904115","108904","PK - 05","E","108","01","HIDALGO","","N","A","NA","NQ","","N"
"EDINBURG CISD","SAN CARLOS EL","108904118","108904","EE - 05","E","108","01","HIDALGO","","N","R","NA","NQ","","N"
"EDINBURG CISD","TRAVIS EL","108904111","108904","PK - 05","E","108","01","HIDALGO","","N","R","NA","NQ","","N"
"EDINBURG CISD","TRUMAN EL","108904119","108904","PK - 05","E","108","01","HIDALGO","","N","A","NA","NQ","","N"
"EDNA ISD","AUSTIN EL","120901101","120901","03 - 05","E","120","03","JACKSON","","N","A","NA","R","","N"
"EDNA ISD","CARVER EL","120901103","120901","KG - 02","E","120","03","JACKSON","120901101","N","A","NA","R","AUSTIN EL","N"
"EDNA ISD","EDNA ALTER","120901002","120901","06 - 12","B","120","03","JACKSON","","N","1","PE","","","N"
"EDNA ISD","EDNA H S","120901001","120901","09 - 12","S","120","03","JACKSON","","N","R","NQ","NQ","","N"
"EDNA ISD","EDNA J H","120901042","120901","06 - 08","M","120","03","JACKSON","","N","A","NA","M","","N"
"EDNA ISD","SAM HOUSTON PRI","120901102","120901","EE - 12","B","120","03","JACKSON","","N","N","NR","","","N"
"EL CAMPO ISD","EL CAMPO H S","241903001","241903","09 - 12","S","241","03","WHARTON","","N","R","NQ","NQ","","N"
"EL CAMPO ISD","EL CAMPO MIDDLE","241903041","241903","06 - 09","M","241","03","WHARTON","","N","A","NA","NQ","","N"
"EL CAMPO ISD","HUTCHINS EL","241903102","241903","02 - 03","E","241","03","WHARTON","","N","R","NA","NQ","NORTHSIDE ELEM.","N"
"EL CAMPO ISD","MYATT EL","241903107","241903","EE - 01","E","241","03","WHARTON","241903102","N","R","NA","NQ","HUTCHINS EL","N"
"EL CAMPO ISD","NORTHSIDE EL","241903103","241903","04 - 05","E","241","03","WHARTON","","N","R","NA","NQ","","N"
"EL PASO ISD","ALAMO EL","071902101","071902","EE - 06","E","071","19","EL PASO","","N","A","NA","NQ","","N"
"EL PASO ISD","ALTA VISTA EL","071902102","071902","PK - 05","E","071","19","EL PASO","","N","R","NA","NQ","","N"
"EL PASO ISD","ANDRESS H S","071902001","071902","09 - 12","S","071","19","EL PASO","","N","A","NQ","NQ","","N"
"EL PASO ISD","AOY EL","071902103","071902","EE - 03","E","071","19","EL PASO","","C","A","NA","NQ","ROOSEVELT EL","N"
"EL PASO ISD","AUSTIN H S","071902002","071902","09 - 12","S","071","19","EL PASO","","N","A","NQ","NQ","","N"
"EL PASO ISD","BASSETT MIDDLE","071902049","071902","06 - 08","M","071","19","EL PASO","","N","A","NA","NQ","","N"
"EL PASO ISD","BEALL EL","071902104","071902","PK - 06","E","071","19","EL PASO","","C","A","NA","NQ","","N"
"EL PASO ISD","BLISS EL","071902105","071902","EE - 05","E","071","19","EL PASO","","N","A","NA","NQ","","N"
"EL PASO ISD","BONHAM EL","071902106","071902","KG - 05","E","071","19","EL PASO","","N","A","NA","NQ","","N"
"EL PASO ISD","BOWIE H S","071902003","071902","09 - 12","S","071","19","EL PASO","","N","A","NQ","NQ","","N"
"EL PASO ISD","BRADLEY EL","071902158","071902","EE - 05","E","071","19","EL PASO","","N","A","NA","NQ","","N"
"EL PASO ISD","BURGES H S","071902004","071902","09 - 12","S","071","19","EL PASO","","N","A","NQ","NQ","","N"
"EL PASO ISD","BURLESON EL","071902107","071902","EE - 05","E","071","19","EL PASO","","N","A","NA","NQ","","N"
"EL PASO ISD","BURNET EL","071902108","071902","EE - 05","E","071","19","EL PASO","","N","A","NA","NQ","","N"
"EL PASO ISD","CANYON HILLS MIDDLE","071902043","071902","06 - 08","M","071","19","EL PASO","","N","A","NA","NQ","","N"
"EL PASO ISD","CHARLES MIDDLE","071902045","071902","06 - 08","M","071","19","EL PASO","","N","A","NA","NQ","","N"
"EL PASO ISD","CIELO VISTA EL","071902151","071902","EE - 05","E","071","19","EL PASO","","N","R","NA","NQ","","N"
"EL PASO ISD","CLARDY EL","071902109","071902","EE - 05","E","071","19","EL PASO","","N","A","NA","NQ","","N"
"EL PASO ISD","CLENDENIN EL","071902149","071902","EE - 05","E","071","19","EL PASO","","N","R","NA","NQ","","N"
"EL PASO ISD","COLDWELL EL-INT","071902110","071902","PK - 08","E","071","19","EL PASO","","N","A","NA","NQ","","N"
"EL PASO ISD","COLLINS EL","071902142","071902","PK - 05","E","071","19","EL PASO","","N","A","NA","NQ","","N"
"EL PASO ISD","COOLEY EL","071902111","071902","PK - 05","E","071","19","EL PASO","","N","A","NA","NQ","","N"
"EL PASO ISD","CORONADO H S","071902005","071902","09 - 12","S","071","19","EL PASO","","N","A","NQ","NQ","","N"
"EL PASO ISD","CROCKETT EL-INT","071902112","071902","PK - 08","E","071","19","EL PASO","","N","A","NA","NQ","","N"
"EL PASO ISD","CROSBY EL","071902113","071902","EE - 05","E","071","19","EL PASO","","N","A","NA","NQ","","N"
"EL PASO ISD","DOUGLASS EL","071902114","071902","EE - 06","E","071","19","EL PASO","","C","A","NA","NQ","","N"
"EL PASO ISD","DOWELL EL","071902115","071902","EE - 06","E","071","19","EL PASO","","N","R","NA","NQ","","N"
"EL PASO ISD","DR J LEIGHTON GREEN EL","071902162","071902","EE - 05","E","071","19","EL PASO","","N","R","NA","NQ","","N"
"EL PASO ISD","DR LAWRENCE A NIXON EL","071902161","071902","EE - 05","E","071","19","EL PASO","","N","A","NA","NQ","","N"
"EL PASO ISD","DR MANUEL D HORNEDO MIDDLE","071902053","071902","06 - 08","M","071","19","EL PASO","","N","R","NA","NQ","","N"
"EL PASO ISD","EL PASO H S","071902006","071902","09 - 12","S","071","19","EL PASO","","N","A","NQ","NQ","","N"
"EL PASO ISD","FANNIN EL","071902116","071902","PK - 05","E","071","19","EL PASO","","N","R","NA","NQ","","N"
"EL PASO ISD","FRANKLIN H S","071902010","071902","09 - 12","S","071","19","EL PASO","","N","A","NQ","NQ","","N"
"EL PASO ISD","GUILLEN MIDDLE","071902044","071902","07 - 08","M","071","19","EL PASO","","C","A","NA","NQ","","N"
"EL PASO ISD","HAROLD WIGGS MIDDLE","071902052","071902","06 - 08","M","071","19","EL PASO","","N","A","NA","NQ","","N"
"EL PASO ISD","HART EL","071902118","071902","EE - 06","E","071","19","EL PASO","","C","A","NA","NQ","","N"
"EL PASO ISD","HAWKINS EL","071902119","071902","PK - 05","E","071","19","EL PASO","","N","R","NA","NQ","","N"
"EL PASO ISD","HENDERSON MIDDLE","071902041","071902","06 - 08","M","071","19","EL PASO","","N","A","NA","NQ","","N"
"EL PASO ISD","HIGHLAND SP ED","071902120","071902","EE - 12","B","071","19","EL PASO","","N","N","NR","","","N"
"EL PASO ISD","HILLSIDE EL","071902121","071902","EE - 05","E","071","19","EL PASO","","N","A","NA","NQ","","N"
"EL PASO ISD","HOUSTON EL-INT","071902122","071902","EE - 08","E","071","19","EL PASO","","N","A","NA","NQ","","N"
"EL PASO ISD","HUGHEY EL","071902123","071902","EE - 05","E","071","19","EL PASO","","N","A","NA","NQ","","N"
"EL PASO ISD","IRVIN H S","071902008","071902","09 - 12","S","071","19","EL PASO","","N","A","NQ","NQ","","N"
"EL PASO ISD","J M WHITAKER EL","071902153","071902","EE - 05","E","071","19","EL PASO","","N","A","NA","NQ","","N"
"EL PASO ISD","JEFFERSON H S","071902009","071902","09 - 12","S","071","19","EL PASO","","N","A","NQ","NQ","","N"
"EL PASO ISD","JOHNSON EL","071902155","071902","PK - 05","E","071","19","EL PASO","","N","R","NA","NQ","","N"
"EL PASO ISD","JUVENILE JUSTICE CTR","071902025","071902","07 - 11","S","071","19","EL PASO","","N","1","PE","","","N"
"EL PASO ISD","LAMAR EL","071902125","071902","EE - 05","E","071","19","EL PASO","","N","A","NA","NQ","","N"
"EL PASO ISD","LEE EL","071902150","071902","EE - 05","E","071","19","EL PASO","","N","R","NA","NQ","","N"
"EL PASO ISD","LINCOLN MIDDLE","071902051","071902","06 - 08","M","071","19","EL PASO","","N","A","NA","NQ","","N"
"EL PASO ISD","LINDBERGH EL","071902160","071902","KG - 05","E","071","19","EL PASO","","N","R","NA","NQ","","N"
"EL PASO ISD","LOGAN EL","071902128","071902","EE - 05","E","071","19","EL PASO","","N","A","NA","NQ","","N"
"EL PASO ISD","MACARTHUR EL-INT","071902129","071902","KG - 08","E","071","19","EL PASO","","N","R","NA","NQ","","N"
"EL PASO ISD","MAGOFFIN MIDDLE","071902047","071902","06 - 08","M","071","19","EL PASO","","N","A","NA","NQ","","N"
"EL PASO ISD","MESITA EL","071902130","071902","EE - 05","E","071","19","EL PASO","","N","R","NA","NQ","","N"
"EL PASO ISD","MILAM EL","071902131","071902","EE - 05","E","071","19","EL PASO","","N","A","NA","NQ","","N"
"EL PASO ISD","MOREHEAD MIDDLE","071902046","071902","06 - 08","M","071","19","EL PASO","","N","A","NA","NQ","","N"
"EL PASO ISD","NEWMAN EL","071902133","071902","PK - 05","E","071","19","EL PASO","","N","A","NA","NQ","","N"
"EL PASO ISD","OLGA KOHLBERG EL","071902166","071902","PK - 05","E","071","19","EL PASO","","N","E","NA","NQ","","N"
"EL PASO ISD","PARK EL","071902134","071902","EE - 05","E","071","19","EL PASO","","N","A","NA","R","","N"
"EL PASO ISD","POLK EL","071902159","071902","EE - 05","E","071","19","EL PASO","","N","E","NA","R","","N"
"EL PASO ISD","PUTNAM EL","071902135","071902","EE - 05","E","071","19","EL PASO","","N","A","NA","NQ","","N"
"EL PASO ISD","RAYMOND L TELLES ACAD","071902027","071902","06 - 12","B","071","19","EL PASO","","N","1","PE","","","N"
"EL PASO ISD","RIVERA EL","071902156","071902","EE - 05","E","071","19","EL PASO","","N","R","NA","NQ","","N"
"EL PASO ISD","ROBERTS EL","071902136","071902","EE - 05","E","071","19","EL PASO","","N","A","NA","NQ","","N"
"EL PASO ISD","ROOSEVELT EL","071902137","071902","04 - 06","E","071","19","EL PASO","","C","A","NA","NQ","","N"
"EL PASO ISD","ROSA GUERRERO EL","071902163","071902","PK - 05","E","071","19","EL PASO","","N","E","NA","R","","N"
"EL PASO ISD","ROSS MIDDLE","071902042","071902","06 - 08","M","071","19","EL PASO","","N","A","NA","NQ","","N"
"EL PASO ISD","RUSK EL","071902138","071902","EE - 05","E","071","19","EL PASO","","N","A","NA","NQ","","N"
"EL PASO ISD","SCHOOL-AGE PARENT CTR","071902020","071902","08 - 12","S","071","19","EL PASO","","N","2","PE","","","N"
"EL PASO ISD","SCHUSTER EL","071902140","071902","EE - 05","E","071","19","EL PASO","","N","A","NA","NQ","","N"
"EL PASO ISD","SILVA HEALTH MAGNET","071902011","071902","09 - 12","S","071","19","EL PASO","","N","E","NQ","NQ","","N"
"EL PASO ISD","STANTON EL","071902141","071902","EE - 05","E","071","19","EL PASO","","N","R","NA","NQ","","N"
"EL PASO ISD","SUNSET H S","071902022","071902","09 - 12","S","071","19","EL PASO","","N","1","PE","","","N"
"EL PASO ISD","TERRACE HILLS MIDDLE","071902048","071902","06 - 08","M","071","19","EL PASO","","N","A","NA","NQ","","N"
"EL PASO ISD","TRAVIS EL","071902143","071902","EE - 05","E","071","19","EL PASO","","N","R","NA","NQ","","N"
"EL PASO ISD","VILAS EL","071902144","071902","EE - 05","E","071","19","EL PASO","","N","A","NA","NQ","","N"
"EL PASO ISD","WAINWRIGHT EL","071902145","071902","EE - 05","E","071","19","EL PASO","","N","R","NA","NQ","","N"
"EL PASO ISD","WESTERN HILLS EL","071902146","071902","EE - 05","E","071","19","EL PASO","","N","R","NA","NQ","","N"
"EL PASO ISD","ZACH WHITE EL","071902147","071902","PK - 05","E","071","19","EL PASO","","N","R","NA","R","","N"
"EL PASO ISD","ZAVALA EL","071902148","071902","EE - 06","E","071","19","EL PASO","","C","A","NA","NQ","","N"
"ELECTRA ISD","DINSMORE EL","243902101","243902","EE - 04","E","243","09","WICHITA","","N","A","NA","NQ","","N"
"ELECTRA ISD","ELECTRA H S","243902001","243902","09 - 12","S","243","09","WICHITA","","N","E","NQ","NQ","","N"
"ELECTRA ISD","ELECTRA J H","243902041","243902","05 - 08","M","243","09","WICHITA","","N","A","NA","NQ","","N"
"ELGIN ISD","B T WASHINGTON MIDDLE","011902041","011902","06 - 08","M","011","13","BASTROP","","N","A","NA","NQ","","N"
"ELGIN ISD","ELGIN EL","011902101","011902","04 - 05","E","011","13","BASTROP","","N","R","NA","NQ","","N"
"ELGIN ISD","ELGIN H S","011902001","011902","09 - 12","S","011","13","BASTROP","","N","A","NQ","NQ","","N"
"ELGIN ISD","ELGIN PRI","011902102","011902","EE - 03","E","011","13","BASTROP","","N","A","NA","NQ","ELGIN ELEM.","N"
"ELGIN ISD","PHOENIX LRN CTR","011902002","011902","09 - 12","S","011","13","BASTROP","","N","1","PE","","","N"
"ELKHART ISD","ELKHART EL","001903101","001903","EE - 05","E","001","07","ANDERSON","","N","E","NA","R","","N"
"ELKHART ISD","ELKHART H S","001903001","001903","09 - 12","S","001","07","ANDERSON","","N","R","NQ","NQ","","N"
"ELKHART ISD","ELKHART MIDDLE","001903041","001903","06 - 08","M","001","07","ANDERSON","","N","A","NA","NQ","","N"
"ELYSIAN FIELDS ISD","ELYSIAN FIELDS EL","102906101","102906","EE - 05","E","102","07","HARRISON","","N","A","NA","NQ","","N"
"ELYSIAN FIELDS ISD","ELYSIAN FIELDS H S","102906001","102906","09 - 12","S","102","07","HARRISON","","N","A","NQ","NQ","","N"
"ELYSIAN FIELDS ISD","ELYSIAN FIELDS MIDDLE","102906041","102906","06 - 08","M","102","07","HARRISON","","N","R","NA","NQ","","N"
"ENNIS ISD","AUSTIN EL","070903101","070903","KG - 03","E","070","10","ELLIS","","N","A","NA","NQ","ENNIS INT.","N"
"ENNIS ISD","BOWIE EL","070903103","070903","KG - 03","E","070","10","ELLIS","","N","A","NA","NQ","ENNIS INT.","N"
"ENNIS ISD","ENNIS H S","070903002","070903","09 - 12","S","070","10","ELLIS","","N","A","NQ","NQ","","N"
"ENNIS ISD","ENNIS J H","070903042","070903","07 - 08","M","070","10","ELLIS","","N","A","NA","NQ","","N"
"ENNIS ISD","HOUSTON EL","070903102","070903","EE - 03","E","070","10","ELLIS","","N","R","NA","NQ","ENNIS INT.","N"
"ENNIS ISD","NEW ENNIS INT","070903105","070903","04 - 06","E","070","10","ELLIS","","N","A","NA","NQ","","N"
"ENNIS ISD","TRAVIS EL","070903104","070903","KG - 04","E","070","10","ELLIS","","N","R","NA","NQ","ENNIS INT.","N"
"ERA ISD","ERA SCHOOL","049906001","049906","KG - 12","B","049","11","COOKE","","N","R","NQ","NQ","","N"
"ETOILE ISD","ETOILE EL","174910101","174910","PK - 05","E","174","07","NACOGDOCHES","","N","R","NA","NQ","","N"
"ETOILE ISD","ETOILE MIDDLE","174910102","174910","06 - 08","M","174","07","NACOGDOCHES","","N","E","NA","NQ","","N"
"EULA ISD","EULA EL","030906101","030906","EE - 05","E","030","14","CALLAHAN","","N","R","NA","NQ","","N"
"EULA ISD","EULA H S","030906001","030906","09 - 12","S","030","14","CALLAHAN","","N","R","NQ","NQ","","N"
"EULA ISD","EULA MIDDLE","030906041","030906","06 - 08","M","030","14","CALLAHAN","","N","R","NA","R","","N"
"EUSTACE ISD","EUSTACE H S","107905001","107905","09 - 12","S","107","07","HENDERSON","","N","A","NQ","NQ","","N"
"EUSTACE ISD","EUSTACE INT","107905103","107905","03 - 05","E","107","07","HENDERSON","","N","R","NA","R","","N"
"EUSTACE ISD","EUSTACE MIDDLE","107905102","107905","06 - 08","M","107","07","HENDERSON","","N","R","NA","NQ","","N"
"EUSTACE ISD","EUSTACE PRI","107905101","107905","PK - 02","E","107","07","HENDERSON","107905103","N","R","NA","R","EUSTACE INT.","N"
"EVADALE ISD","EVADALE EL","121906101","121906","EE - 08","E","121","05","JASPER","","N","E","NA","NQ","","N"
"EVADALE ISD","EVADALE H S","121906001","121906","09 - 12","S","121","05","JASPER","","N","A","NQ","NQ","","N"
"EVANT ISD","EVANT EL","050901101","050901","KG - 06","E","050","12","CORYELL","","N","R","NA","NQ","","N"
"EVANT ISD","EVANT H S","050901001","050901","07 - 12","S","050","12","CORYELL","","N","A","NQ","NQ","","N"
"EVERMAN ISD","BISHOP EL","220904101","220904","EE - 06","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"EVERMAN ISD","EVERMAN H S","220904001","220904","09 - 12","S","220","11","TARRANT","","N","A","NQ","NQ","","N"
"EVERMAN ISD","EVERMAN J H","220904041","220904","07 - 08","M","220","11","TARRANT","","N","A","NA","NQ","","N"
"EVERMAN ISD","HOMMEL EL","220904104","220904","PK - 06","E","220","11","TARRANT","","N","E","NA","NQ","","N"
"EVERMAN ISD","RAY EL","220904102","220904","KG - 06","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"EVERMAN ISD","SOUDER EL","220904103","220904","PK - 06","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"EXCELSIOR ISD","EXCELSIOR EL","210906101","210906","EE - 08","E","210","07","SHELBY","","N","A","NA","NQ","","N"
"EZZELL ISD","EZZELL EL","143906101","143906","KG - 08","E","143","03","LAVACA","","N","E","NA","RM","","N"
"FABENS ISD","FABENS A L T A PROG","071903002","071903","09 - 12","S","071","19","EL PASO","","N","1","PE","","","N"
"FABENS ISD","FABENS H S","071903001","071903","09 - 12","S","071","19","EL PASO","","N","A","NQ","NQ","","N"
"FABENS ISD","FABENS J H","071903041","071903","06 - 08","M","071","19","EL PASO","","N","A","NA","NQ","","N"
"FABENS ISD","FABENS PRI","071903104","071903","01 - 02","E","071","19","EL PASO","071903103","N","A","NA","NQ","O'DONNELL ELEM.","N"
"FABENS ISD","ODONNELL EL","071903103","071903","03 - 05","E","071","19","EL PASO","","N","A","NA","NQ","","N"
"FABENS ISD","RISINGER EARLY CHILDHOOD CTR","071903101","071903","EE - KG","E","071","19","EL PASO","","N","N","NR","","","N"
"FAIRFIELD ISD","FAIRFIELD EL","081902101","081902","EE - 02","E","081","12","FREESTONE","081902042","N","A","NA","NQ","FAIRFIELD INT","N"
"FAIRFIELD ISD","FAIRFIELD H S","081902002","081902","09 - 12","S","081","12","FREESTONE","","N","R","NQ","NQ","","N"
"FAIRFIELD ISD","FAIRFIELD INT","081902042","081902","03 - 04","E","081","12","FREESTONE","","N","A","NA","NQ","","N"
"FAIRFIELD ISD","FAIRFIELD J H","081902041","081902","05 - 08","M","081","12","FREESTONE","","N","A","NA","NQ","","N"
"FALLS CITY ISD","FALLS CITY EL","128904101","128904","KG - 06","E","128","03","KARNES","","N","E","NA","NQ","","N"
"FALLS CITY ISD","FALLS CITY H S","128904001","128904","07 - 12","S","128","03","KARNES","","N","E","NQ","NQ","","N"
"FANNINDEL ISD","FANNINDEL EL","060914102","060914","PK - 06","E","060","08","DELTA","","N","A","NA","NQ","","N"
"FANNINDEL ISD","FANNINDEL H S","060914001","060914","07 - 12","S","060","08","DELTA","","N","A","NQ","NQ","","N"
"FARMERSVILLE ISD","FARMERSVILLE H S","043904001","043904","09 - 12","S","043","10","COLLIN","","N","E","NQ","R","","N"
"FARMERSVILLE ISD","FARMERSVILLE MIDDLE","043904041","043904","06 - 08","M","043","10","COLLIN","","N","A","NA","NQ","","N"
"FARMERSVILLE ISD","TATUM EL","043904101","043904","PK - 05","E","043","10","COLLIN","","N","A","NA","NQ","","N"
"FARWELL ISD","FARWELL EL","185902101","185902","EE - 05","E","185","16","PARMER","","N","A","NA","R","","N"
"FARWELL ISD","FARWELL H S","185902001","185902","09 - 12","S","185","16","PARMER","","N","E","NQ","NQ","","N"
"FARWELL ISD","FARWELL J H","185902041","185902","06 - 08","M","185","16","PARMER","","N","R","NA","NQ","","N"
