"DALLAS ISD","DAVID G BURNET EL","057905","057905116","","N","A","NA","","N","PK - 05","057","10","DALLAS","Elementary"
"DALLAS ISD","DAVID W CARTER H S","057905","057905023","","N","A","NQ","","N","09 - 12","057","10","DALLAS","Secondary"
"DALLAS ISD","DEALEY MONTESSORI ACAD","057905","057905134","","N","A","NA","","N","PK - 08","057","10","DALLAS","Elementary"
"DALLAS ISD","E B COMSTOCK MIDDLE","057905","057905045","","N","A","NA","","N","07 - 08","057","10","DALLAS","Middle"
"DALLAS ISD","E H CARY MIDDLE","057905","057905044","","N","A","NA","","N","06 - 08","057","10","DALLAS","Middle"
"DALLAS ISD","EDISON ENVIRO SCIENCE ACAD","057905","057905071","","N","R","NA","","N","07 - 08","057","10","DALLAS","Middle"
"DALLAS ISD","EDISON LEARNING CTR","057905","057905074","","N","A","NA","","N","06 - 08","057","10","DALLAS","Middle"
"DALLAS ISD","EDNA ROWE EL","057905","057905232","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","EDUC & SOCIAL SERV MAGNET","057905","057905037","","N","R","NQ","","N","09 - 12","057","10","DALLAS","Secondary"
"DALLAS ISD","EDWARD TITCHE EL","057905","057905216","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","EDWIN J KIEST EL","057905","057905166","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","ELADIO R MARTINEZ EL","057905","057905265","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","ELISHA M PEASE EL","057905","057905191","057905251","N","A","NA","M JACKSON","N","EE - 03","057","10","DALLAS","Elementary"
"DALLAS ISD","ERASMO SEGUIN EL","057905","057905249","057905205","N","A","NA","RUSSELL ELEM","N","EE - 03","057","10","DALLAS","Elementary"
"DALLAS ISD","EVERETT L DEGOLYER EL","057905","057905135","","N","R","NA","","N","KG - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","F P CAILLET EL","057905","057905120","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","FANNIE C HARRIS EL","057905","057905151","057905267","N","A","NA","DANIEL JAMES","N","PK - 03","057","10","DALLAS","Elementary"
"DALLAS ISD","FRED F FLORENCE MIDDLE","057905","057905046","","C","A","NA","","N","07 - 08","057","10","DALLAS","Middle"
"DALLAS ISD","FREDERICK DOUGLASS EL","057905","057905266","057905117","N","A","NA","BURLESON ELEM","N","PK - 04","057","10","DALLAS","Elementary"
"DALLAS ISD","GABE P ALLEN EL","057905","057905103","057905265","C","A","NA","ELADIO MARTINEZ","N","EE - 03","057","10","DALLAS","Elementary"
"DALLAS ISD","GEORGE PEABODY EL","057905","057905190","","N","R","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","GEORGE W CARVER EL","057905","057905124","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","GEORGE W TRUETT EL","057905","057905218","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","GILBERT CUELLAR SR EL","057905","057905276","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","H GRADY SPRUCE H S","057905","057905017","","N","A","NQ","","N","09 - 12","057","10","DALLAS","Secondary"
"DALLAS ISD","H S FOR HEALTH PROFESSIONS","057905","057905036","","N","R","NQ","","N","09 - 12","057","10","DALLAS","Secondary"
"DALLAS ISD","H S THOMPSON EL","057905","057905214","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","HARRELL BUDD EL","057905","057905115","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","HARRY C WITHERS EL","057905","057905230","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","HARRY STONE MONTESSORI","057905","057905212","","N","A","NA","","N","PK - 08","057","10","DALLAS","Elementary"
"DALLAS ISD","HEALTH SPECIAL","057905","057905030","","N","1","PE","","N","07 - 12","057","10","DALLAS","Secondary"
"DALLAS ISD","HENRY W LONGFELLOW ACAD","057905","057905073","","N","R","NA","","N","07 - 08","057","10","DALLAS","Middle"
"DALLAS ISD","HERBERT MARCUS EL","057905","057905182","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","HILLCREST H S","057905","057905006","","N","A","NQ","","N","09 - 12","057","10","DALLAS","Secondary"
"DALLAS ISD","IGNACIO ZARAGOSA EL","057905","057905131","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","J L LONG MIDDLE","057905","057905053","","N","A","NA","","N","07 - 08","057","10","DALLAS","Middle"
"DALLAS ISD","J LESLIE PATTON INT","057905","057905256","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","J N ERVIN EL","057905","057905142","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","J P STARKS EL","057905","057905263","","N","R","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","J Q ADAMS EL","057905","057905101","","C","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","J W RAY EL","057905","057905196","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","JAMES B BONHAM EL","057905","057905111","057905268","N","A","NA","KENNEDY","N","EE - 03","057","10","DALLAS","Elementary"
"DALLAS ISD","JAMES BOWIE EL","057905","057905112","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","JAMES MADISON H S","057905","057905032","","N","A","NQ","","N","09 - 12","057","10","DALLAS","Secondary"
"DALLAS ISD","JAMES S HOGG EL","057905","057905157","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","JAMES W FANNIN EL","057905","057905143","057905268","N","A","NA","KENNEDY","N","EE - 03","057","10","DALLAS","Elementary"
"DALLAS ISD","JEFFERSON DAVIS EL","057905","057905133","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","JIMMIE T BRASHEAR PRI","057905","057905258","","N","N","NR","","N","PK - PK","057","10","DALLAS","Elementary"
"DALLAS ISD","JOHN B HOOD MIDDLE","057905","057905052","","N","A","NA","","N","07 - 08","057","10","DALLAS","Middle"
"DALLAS ISD","JOHN F KENNEDY L C","057905","057905268","","N","A","NA","","N","04 - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","JOHN F PEELER EL","057905","057905192","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","JOHN H REAGAN EL","057905","057905197","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","JOHN HENRY BROWN EL","057905","057905113","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","JOHN IRELAND EL","057905","057905161","","N","A","NA","","N","PK - 07","057","10","DALLAS","Elementary"
"DALLAS ISD","JOHN J PERSHING EL","057905","057905193","","N","R","NA","","N","KG - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","JOHN NEELY BRYAN EL","057905","057905114","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","JOHN W CARPENTER EL","057905","057905121","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","JOHN W RUNYON EL","057905","057905237","","C","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","JOSE NAVARRO EL","057905","057905248","057905262","N","R","NA","SEQUOYAH ELEM","N","EE - 03","057","10","DALLAS","Elementary"
"DALLAS ISD","JOSEPH J RHOADS EL","057905","057905200","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","JOSEPH MCMILLAN PRI","057905","057905255","057905256","N","R","NA","PATTON ELEM","N","EE - 03","057","10","DALLAS","Elementary"
"DALLAS ISD","JULIA C FRAZIER EL","057905","057905146","057905267","N","E","NA","DANIEL JAMES","N","KG - 03","057","10","DALLAS","Elementary"
"DALLAS ISD","JULIAN T SALDIVAR EL","057905","057905271","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","JULIUS DORSEY EL","057905","057905137","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","JUSTIN F KIMBALL H S","057905","057905008","","N","A","NQ","","N","09 - 12","057","10","DALLAS","Secondary"
"DALLAS ISD","K B POLK EL","057905","057905194","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","KLEBERG EL","057905","057905167","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","L G PINKSTON H S","057905","057905012","","N","L","NE","","N","09 - 12","057","10","DALLAS","Secondary"
"DALLAS ISD","L L HOTCHKISS EL","057905","057905159","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","L O DONALD EL","057905","057905136","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","L V STOCKARD MIDDLE","057905","057905059","","N","A","NA","","N","07 - 08","057","10","DALLAS","Middle"
"DALLAS ISD","LAKEWOOD EL","057905","057905171","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","LANGUAGE ACAD","057905","057905019","","N","2","PE","","N","09 - 12","057","10","DALLAS","Secondary"
"DALLAS ISD","LEILA P COWART EL","057905","057905130","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","LENORE KIRK HALL EL","057905","057905149","","N","R","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","LESLIE A STEMMONS EL","057905","057905210","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","LIDA HOOE EL","057905","057905158","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","LINCOLN H S","057905","057905009","","N","A","NQ","","N","07 - 12","057","10","DALLAS","Secondary"
"DALLAS ISD","LISBON EL","057905","057905178","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","LORENZO DE ZAVALA EL","057905","057905260","057905173","N","A","NA","SIDNEY LANIER","N","PK - 03","057","10","DALLAS","Elementary"
"DALLAS ISD","LRN ALTER CTR E Y","057905","057905011","","N","N","NR","","N","07 - 12","057","10","DALLAS","Secondary"
"DALLAS ISD","MAG CTR-PUB SERV:GOVT/LAW","057905","057905038","","N","A","NQ","","N","09 - 12","057","10","DALLAS","Secondary"
"DALLAS ISD","MAPLE LAWN EL","057905","057905181","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","MARGARET B HENDERSON EL","057905","057905152","","C","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","MARIA MORENO EL","057905","057905272","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","MARK TWAIN EL","057905","057905220","","N","A","NA","","N","KG - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","MARTHA TURNER REILLY EL","057905","057905198","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","MARTIN WEISS EL","057905","057905226","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","MARY MELEOD BETHUNE EL","057905","057905274","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","MAYNARD JACKSON EL","057905","057905251","","N","A","NA","","N","04 - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","METROPOLITAN ED CTR","057905","057905027","","N","1","PE","","N","09 - 12","057","10","DALLAS","Secondary"
"DALLAS ISD","MIDDLE COLLEGE","057905","057905090","","N","1","PE","","N","09 - 12","057","10","DALLAS","Secondary"
"DALLAS ISD","MOUNT AUBURN EL","057905","057905188","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","N W HARLLEE EL","057905","057905150","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","NANCY J COCHRAN EL","057905","057905236","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","NANCY MOSELEY EL","057905","057905187","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","NATHAN ADAMS EL","057905","057905233","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","NATHANIEL HAWTHORNE EL","057905","057905156","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","NORTH DALLAS H S","057905","057905024","","N","A","NQ","","N","09 - 12","057","10","DALLAS","Secondary"
"DALLAS ISD","O W HOLMES MIDDLE","057905","057905051","","N","A","NA","","N","06 - 08","057","10","DALLAS","Middle"
"DALLAS ISD","OBADIAH KNIGHT EL","057905","057905168","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","ONESIMO HERNANDEZ EL","057905","057905269","","N","L","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","ORAN M ROBERTS EL","057905","057905202","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","PAUL L DUNBAR EL","057905","057905139","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","PEARL C ANDERSON MIDDLE","057905","057905065","","N","A","NA","","N","07 - 08","057","10","DALLAS","Middle"
"DALLAS ISD","PHYLLIS WHEATLEY EL","057905","057905227","057905267","N","E","NA","DANIEL JAMES","N","EE - 03","057","10","DALLAS","Elementary"
"DALLAS ISD","PLEASANT GROVE EL","057905","057905273","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","PRESTON HOLLOW EL","057905","057905195","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","PRISCILLA L TYLER EL","057905","057905221","057905124","N","A","NA","CARVER ELEM","N","EE - 03","057","10","DALLAS","Elementary"
"DALLAS ISD","QUINTEN D CORLEY","057905","057905097","","N","N","NR","","N","08 - 10","057","10","DALLAS","Secondary"
"DALLAS ISD","R C BUCKNER EL","057905","057905246","057905117","N","A","NA","BURLESON ELEM","N","EE - 03","057","10","DALLAS","Elementary"
"DALLAS ISD","REINHARDT EL","057905","057905199","","C","A","NA","","N","KG - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","RICHARD LAGOW EL","057905","057905170","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","ROBERT E LEE EL","057905","057905174","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","ROBERT L THORNTON EL","057905","057905215","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","ROBERT T HILL MIDDLE","057905","057905050","","N","A","NA","","N","07 - 08","057","10","DALLAS","Middle"
"DALLAS ISD","ROGER Q MILLS EL","057905","057905186","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","RONALD E MCNAIR EL","057905","057905264","","N","A","NA","","N","KG - 05","057","10","DALLAS","Elementary"
"DALLAS ISD","ROOSEVELT H S","057905","057905013","","N","A","NQ","","N","09 - 12","057","10","DALLAS","Secondary"
"DALLAS ISD","ROSEMONT EL","057905","057905204","","N","A","NA","","N","KG - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","RUFUS C BURLESON EL","057905","057905117","","N","A","NA","","N","04 - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","S S CONNER EL","057905","057905129","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","SAM HOUSTON EL","057905","057905160","057905217","N","A","NA","W. B. TRAVIS","N","PK - 03","057","10","DALLAS","Elementary"
"DALLAS ISD","SAN JACINTO EL","057905","057905207","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","SARAH ZUMWALT MIDDLE","057905","057905072","","N","A","NA","","N","06 - 08","057","10","DALLAS","Middle"
"DALLAS ISD","SCH COMM GUIDE CTR-ERVAY","057905","057905029","","N","N","NR","","N","06 - 12","057","10","DALLAS","Both Elem/Sec"
"DALLAS ISD","SCIENCE/TECHNOLOGY MAGNET","057905","057905026","","N","E","NQ","","N","09 - 12","057","10","DALLAS","Secondary"
"DALLAS ISD","SEAGOVILLE ALTER CTR","057905","057905081","","N","N","NR","","N","07 - 11","057","10","DALLAS","Secondary"
"DALLAS ISD","SEAGOVILLE CAREER CTR","057905","057905078","","N","N","NR","","N","09 - 12","057","10","DALLAS","Secondary"
"DALLAS ISD","SEAGOVILLE EL","057905","057905208","057905126","N","A","NA","CENTRAL ELEM","N","EE - 03","057","10","DALLAS","Elementary"
"DALLAS ISD","SEAGOVILLE H S","057905","057905015","","N","A","NQ","","N","09 - 12","057","10","DALLAS","Secondary"
"DALLAS ISD","SEAGOVILLE MIDDLE","057905","057905069","","N","A","NA","","N","07 - 08","057","10","DALLAS","Middle"
"DALLAS ISD","SEQUOYAH EL","057905","057905262","","N","A","NA","","N","04 - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","SIDNEY LANIER EL","057905","057905173","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","SKYLINE H S","057905","057905025","","N","A","NQ","","N","09 - 12","057","10","DALLAS","Secondary"
"DALLAS ISD","SOUTH OAK CLIFF H S","057905","057905016","","N","A","NQ","","N","09 - 12","057","10","DALLAS","Secondary"
"DALLAS ISD","STEPHEN C FOSTER EL","057905","057905145","","N","A","NA","","N","EE - 05","057","10","DALLAS","Elementary"
"DALLAS ISD","STEVENS PARK EL","057905","057905211","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","STONEWALL JACKSON EL","057905","057905162","","N","A","NA","","N","KG - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","SUDIE L WILLIAMS EL","057905","057905228","","N","A","NA","","N","KG - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","SUNSET H S","057905","057905018","","N","A","NQ","","N","09 - 12","057","10","DALLAS","Secondary"
"DALLAS ISD","T D MARSHALL EL","057905","057905242","057905189","N","A","NA","OLIVER ELEM","N","PK - 03","057","10","DALLAS","Elementary"
"DALLAS ISD","T G TERRY EL","057905","057905213","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","T W BROWNE MIDDLE","057905","057905043","","N","A","NA","","N","07 - 08","057","10","DALLAS","Middle"
"DALLAS ISD","TAG MAGNET","057905","057905039","","N","E","AB","","N","09 - 12","057","10","DALLAS","Secondary"
"DALLAS ISD","THOMAS C MARSH MIDDLE","057905","057905054","","N","A","NA","","N","07 - 08","057","10","DALLAS","Middle"
"DALLAS ISD","THOMAS J RUSK MIDDLE","057905","057905055","","N","A","NA","","N","07 - 08","057","10","DALLAS","Middle"
"DALLAS ISD","THOMAS JEFFERSON H S","057905","057905007","","N","A","NQ","","N","09 - 12","057","10","DALLAS","Secondary"
"DALLAS ISD","THOMAS L MARSALIS EL","057905","057905183","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","THOMAS TOLBERT EL","057905","057905277","","N","A","NA","","N","PK - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","TOM C GOOCH EL","057905","057905148","","N","A","NA","","N","KG - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","TOM W FIELD EL","057905","057905144","","N","A","NA","","N","KG - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","UMPHREY LEE EL","057905","057905175","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","URBAN PARK EL","057905","057905222","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","VICTOR H HEXTER EL","057905","057905153","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","W A BLAIR EL","057905","057905109","","N","A","NA","","N","EE - 06","057","10","DALLAS","Elementary"
"DALLAS ISD","W E GREINER MIDDLE","057905","057905049","","N","A","NA","","N","07 - 08","057","10","DALLAS","Middle"
"DALLAS ISD","W H ADAMSON H S","057905","057905002","","N","A","NQ","","N","09 - 12","057","10","DALLAS","Secondary"
