"KELLER ISD","PARKVIEW EL","220907","220907103","","N","A","NA","","N","PK - 04","220","11","TARRANT","Elementary"
"KELLER ISD","SHADY GROVE EL","220907","220907108","","N","E","NA","","N","EE - 04","220","11","TARRANT","Elementary"
"KELLER ISD","WHITLEY ROAD EL","220907","220907105","","N","A","NA","","N","EE - 04","220","11","TARRANT","Elementary"
"KELTON ISD","KELTON SCHOOL","242905","242905001","","N","R","NA","","N","PK - 06","242","16","WHEELER","Elementary"
"KEMP ISD","KEMP H S","129904","129904001","","N","A","NQ","","N","09 - 12","129","10","KAUFMAN","Secondary"
"KEMP ISD","KEMP INT","129904","129904102","","N","A","NA","","N","04 - 06","129","10","KAUFMAN","Elementary"
"KEMP ISD","KEMP J H","129904","129904041","","N","A","NA","","N","07 - 08","129","10","KAUFMAN","Middle"
"KEMP ISD","KEMP PRI","129904","129904101","129904102","N","A","NA","KEMP INT.","N","EE - 03","129","10","KAUFMAN","Elementary"
"KENDLETON ISD","POWELL POINT EL","079908","079908101","","N","A","NA","","N","PK - 06","079","04","FORT BEND","Elementary"
"KENEDY COUNTY WIDE CSD","SARITA EL","131001","131001103","","N","E","NA","","N","PK - 06","131","02","KENEDY","Elementary"
"KENEDY ISD","KARNES COUNTY ACAD","128902","128902002","","N","1","PE","","N","09 - 12","128","03","KARNES","Secondary"
"KENEDY ISD","KENEDY EL","128902","128902104","","N","A","NA","","N","EE - 05","128","03","KARNES","Elementary"
"KENEDY ISD","KENEDY H S","128902","128902001","","N","A","NQ","","N","09 - 12","128","03","KARNES","Secondary"
"KENEDY ISD","KENEDY J H","128902","128902041","","N","A","NA","","N","06 - 08","128","03","KARNES","Middle"
"KENNARD ISD","KENNARD EL","113906","113906101","","N","R","NA","","N","PK - 06","113","06","HOUSTON","Elementary"
"KENNARD ISD","KENNARD H S","113906","113906001","","N","A","NQ","","N","07 - 12","113","06","HOUSTON","Secondary"
"KENNEDALE ISD","JAMES A ARTHUR EL","220914","220914101","","N","A","NA","","N","04 - 06","220","11","TARRANT","Elementary"
"KENNEDALE ISD","JAMES F DELANEY PRI","220914","220914102","220914101","N","E","NA","JAMES A. ARTHUR ELEM","N","EE - 03","220","11","TARRANT","Elementary"
"KENNEDALE ISD","KENNEDALE H S","220914","220914001","","N","R","NQ","","N","09 - 12","220","11","TARRANT","Secondary"
"KENNEDALE ISD","KENNEDALE J H","220914","220914041","","N","A","NA","","N","07 - 08","220","11","TARRANT","Middle"
"KENNEDALE ISD","R F PATTERSON EL","220914","220914103","","N","A","NA","","N","KG - 06","220","11","TARRANT","Elementary"
"KERENS ISD","KERENS SCHOOL","175907","175907001","","N","A","NQ","","N","EE - 12","175","12","NAVARRO","Both Elem/Sec"
"KERMIT ISD","EAST PRI","248901","248901102","248901104","N","A","NA","PURPLE SAGE EL","N","EE - 02","248","18","WINKLER","Elementary"
"KERMIT ISD","KERMIT H S","248901","248901001","","N","A","NQ","","N","09 - 12","248","18","WINKLER","Secondary"
"KERMIT ISD","KERMIT J H","248901","248901041","","N","A","NA","","N","06 - 08","248","18","WINKLER","Middle"
"KERMIT ISD","PURPLE SAGE EL","248901","248901104","","N","A","NA","","N","PK - 05","248","18","WINKLER","Elementary"
"KERRVILLE ISD","DANIELS EL","133903","133903101","","N","A","NA","","N","KG - 04","133","20","KERR","Elementary"
"KERRVILLE ISD","HEADSTART","133903","133903107","","N","N","NR","","N","PK - PK","133","20","KERR","Elementary"
"KERRVILLE ISD","MENTORING/LEARNING CTR","133903","133903105","","N","1","PE","","N","08 - 12","133","20","KERR","Secondary"
"KERRVILLE ISD","NIMITZ EL","133903","133903103","","N","A","NA","","N","EE - 04","133","20","KERR","Elementary"
"KERRVILLE ISD","PETERSON MIDDLE","133903","133903041","","N","A","NA","","N","07 - 08","133","20","KERR","Middle"
"KERRVILLE ISD","RECOR","133903","133903106","","N","1","PE","","N","06 - 12","133","20","KERR","Both Elem/Sec"
"KERRVILLE ISD","STARKEY EL","133903","133903102","","N","R","NA","","N","PK - 04","133","20","KERR","Elementary"
"KERRVILLE ISD","TIVY H S","133903","133903001","","N","A","NQ","","N","09 - 12","133","20","KERR","Secondary"
"KERRVILLE ISD","TIVY UPPER EL","133903","133903104","","N","R","NA","","N","05 - 06","133","20","KERR","Middle"
"KILGORE ISD","CHANDLER EL","092902","092902101","092902107","N","A","NA","KILGORE INT.","N","01 - 03","092","07","GREGG","Elementary"
"KILGORE ISD","DANVILLE ALTERNATIVE H S","092902","092902003","","N","1","PE","","N","09 - 12","092","07","GREGG","Secondary"
"KILGORE ISD","ELDER COOP ALTER SCHOOL","092902","092902004","","N","N","NR","","N","05 - 12","092","07","GREGG","Both Elem/Sec"
"KILGORE ISD","KILGORE H S","092902","092902002","","N","A","NQ","","N","09 - 12","092","07","GREGG","Secondary"
"KILGORE ISD","KILGORE HEIGHTS EL","092902","092902106","","N","N","NR","","N","PK - KG","092","07","GREGG","Elementary"
"KILGORE ISD","KILGORE INT","092902","092902107","","N","A","NA","","N","04 - 05","092","07","GREGG","Elementary"
"KILGORE ISD","KILGORE SP-ED ANNEX","092902","092902102","","N","N","NR","","N","EE - EE","092","07","GREGG","Elementary"
"KILGORE ISD","MAUDE LAIRD MIDDLE","092902","092902042","","N","A","NA","","N","06 - 08","092","07","GREGG","Middle"
"KILLEEN ISD","BELLAIRE EL","014906","014906113","","N","A","NA","","N","EE - 05","014","12","BELL","Elementary"
"KILLEEN ISD","BROOKHAVEN EL","014906","014906125","","N","A","NA","","N","04 - 05","014","12","BELL","Elementary"
"KILLEEN ISD","CEDAR CREST ALTER","014906","014906023","","N","N","NR","","N","KG - 10","014","12","BELL","Both Elem/Sec"
"KILLEEN ISD","CEDAR VALLEY EL","014906","014906124","","N","R","NA","","N","PK - 05","014","12","BELL","Elementary"
"KILLEEN ISD","CLARKE EL","014906","014906116","","N","A","NA","","N","PK - 04","014","12","BELL","Elementary"
"KILLEEN ISD","CLEAR CREEK EL","014906","014906123","","N","R","NA","","N","PK - 05","014","12","BELL","Elementary"
"KILLEEN ISD","CLIFTON PARK EL","014906","014906102","","N","R","NA","","N","PK - 05","014","12","BELL","Elementary"
"KILLEEN ISD","CVGA PROG","014906","014906006","","N","1","PE","","N","09 - 12","014","12","BELL","Secondary"
"KILLEEN ISD","DUNCAN EL","014906","014906117","","N","R","NA","","N","PK - 05","014","12","BELL","Elementary"
"KILLEEN ISD","EAST WARD EL","014906","014906103","","N","A","NA","","N","PK - 05","014","12","BELL","Elementary"
"KILLEEN ISD","EASTERN HILLS MIDDLE","014906","014906046","","N","A","NA","","N","06 - 08","014","12","BELL","Middle"
"KILLEEN ISD","ELLISON H S","014906","014906002","","N","A","NQ","","N","09 - 12","014","12","BELL","Secondary"
"KILLEEN ISD","ELLISON NINTH GR CTR","014906","014906012","014906002","N","A","NA","ELLISON HS","N","09 - 09","014","12","BELL","Secondary"
"KILLEEN ISD","FAIRWAY MIDDLE","014906","014906041","","N","A","NA","","N","06 - 08","014","12","BELL","Middle"
"KILLEEN ISD","FOWLER EL","014906","014906104","","N","A","NA","","N","PK - 05","014","12","BELL","Elementary"
"KILLEEN ISD","HARKER HEIGHTS EL","014906","014906105","","N","R","NA","","N","PK - 05","014","12","BELL","Elementary"
"KILLEEN ISD","HAY BRANCH EL","014906","014906119","014906125","N","A","NA","BROOKHAVEN INT.","N","PK - 03","014","12","BELL","Elementary"
"KILLEEN ISD","HAYNES EL","014906","014906106","","N","R","NA","","N","EE - 05","014","12","BELL","Elementary"
"KILLEEN ISD","KILLEEN ALTER CTR H S","014906","014906004","","N","1","PE","","N","09 - 12","014","12","BELL","Secondary"
"KILLEEN ISD","KILLEEN H S","014906","014906001","","N","A","NQ","","N","09 - 12","014","12","BELL","Secondary"
"KILLEEN ISD","KILLEEN NINTH GR CTR","014906","014906011","014906001","N","A","NA","KILLEEN HS","N","09 - 09","014","12","BELL","Secondary"
"KILLEEN ISD","MANOR MIDDLE","014906","014906044","","N","A","NA","","N","06 - 08","014","12","BELL","Middle"
"KILLEEN ISD","MARLBORO EL","014906","014906114","","N","A","NA","","N","PK - 05","014","12","BELL","Elementary"
"KILLEEN ISD","MEADOWS EL","014906","014906108","","N","R","NA","","N","PK - 05","014","12","BELL","Elementary"
"KILLEEN ISD","METROPLEX HOSPITAL","014906","014906022","","N","N","NR","","N","01 - 10","014","12","BELL","Both Elem/Sec"
"KILLEEN ISD","MIDDLE LEVEL LRN CTR","014906","014906009","","N","1","PE","","N","06 - 08","014","12","BELL","Middle"
"KILLEEN ISD","MOUNTAIN VIEW EL","014906","014906121","","N","A","NA","","N","PK - 05","014","12","BELL","Elementary"
"KILLEEN ISD","NOLAN MIDDLE","014906","014906042","","N","A","NA","","N","06 - 08","014","12","BELL","Middle"
"KILLEEN ISD","NOLANVILLE EL","014906","014906115","","N","A","NA","","N","PK - 05","014","12","BELL","Elementary"
"KILLEEN ISD","PALO ALTO MIDDLE","014906","014906048","","N","A","NA","","N","06 - 08","014","12","BELL","Middle"
"KILLEEN ISD","PEEBLES EL","014906","014906109","014906125","N","A","NA","BROOKHAVEN INT.","N","EE - 03","014","12","BELL","Elementary"
"KILLEEN ISD","PERSHING PARK EL","014906","014906110","","N","R","NA","","N","EE - 05","014","12","BELL","Elementary"
"KILLEEN ISD","RANCIER MIDDLE","014906","014906043","","N","A","NA","","N","06 - 08","014","12","BELL","Middle"
"KILLEEN ISD","REECES CREEK EL","014906","014906122","","N","A","NA","","N","PK - 05","014","12","BELL","Elementary"
"KILLEEN ISD","SMITH MIDDLE","014906","014906045","","N","A","NA","","N","06 - 08","014","12","BELL","Middle"
"KILLEEN ISD","SUGAR LOAF EL","014906","014906111","","N","A","NA","","N","PK - 05","014","12","BELL","Elementary"
"KILLEEN ISD","VENABLE VILLAGE EL","014906","014906126","","N","R","NA","","N","EE - 05","014","12","BELL","Elementary"
"KILLEEN ISD","WEST WARD EL","014906","014906112","","N","A","NA","","N","PK - 05","014","12","BELL","Elementary"
"KILLEEN ISD","WILLOW SPRINGS EL","014906","014906120","","N","R","NA","","N","EE - 05","014","12","BELL","Elementary"
"KINGSVILLE ISD","GILLETT INT","137901","137901041","","N","A","NA","","N","05 - 06","137","02","KLEBERG","Middle"
"KINGSVILLE ISD","HARREL EL","137901","137901109","137901108","N","A","NA","MCROBERTS EL","N","EE - 01","137","02","KLEBERG","Elementary"
"KINGSVILLE ISD","HARVEY EL","137901","137901105","137901110","N","A","NA","PEREZ EL","N","EE - 01","137","02","KLEBERG","Elementary"
"KINGSVILLE ISD","HOMEBOUND","137901","137901111","","N","N","NR","","N","06 - 12","137","02","KLEBERG","Both Elem/Sec"
"KINGSVILLE ISD","K E Y S ACADEMY","137901","137901002","","N","1","PE","","N","09 - 12","137","02","KLEBERG","Secondary"
"KINGSVILLE ISD","KING H S","137901","137901001","","N","A","NQ","","N","09 - 12","137","02","KLEBERG","Secondary"
"KINGSVILLE ISD","KLEBERG EL","137901","137901106","","N","A","NA","","N","02 - 04","137","02","KLEBERG","Elementary"
"KINGSVILLE ISD","L A S E R EXPULSION/SUSPENSION","137901","137901003","","N","2","PE","","N","05 - 12","137","02","KLEBERG","Both Elem/Sec"
"KINGSVILLE ISD","LAMAR EL","137901","137901107","137901106","N","A","NA","KLEBERG EL","N","EE - 01","137","02","KLEBERG","Elementary"
"KINGSVILLE ISD","MCROBERTS EL","137901","137901108","","N","A","NA","","N","02 - 04","137","02","KLEBERG","Elementary"
"KINGSVILLE ISD","MEMORIAL MIDDLE","137901","137901042","","N","A","NA","","N","07 - 08","137","02","KLEBERG","Middle"
"KINGSVILLE ISD","NIGHT SCHOOL","137901","137901004","","N","1","PE","","N","08 - 12","137","02","KLEBERG","Secondary"
"KINGSVILLE ISD","PEREZ EL","137901","137901110","","N","A","NA","","N","02 - 04","137","02","KLEBERG","Elementary"
"KIRBYVILLE ISD","KIRBYVILLE EL","121905","121905103","","N","A","NA","","N","EE - 06","121","05","JASPER","Elementary"
"KIRBYVILLE ISD","KIRBYVILLE H S","121905","121905001","","N","A","NQ","","N","09 - 12","121","05","JASPER","Secondary"
"KIRBYVILLE ISD","KIRBYVILLE J H","121905","121905041","","N","R","NA","","N","07 - 08","121","05","JASPER","Middle"
"KLEIN ISD","BENFER EL","101915","101915107","","N","E","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"KLEIN ISD","BRILL EL","101915","101915109","","N","E","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"KLEIN ISD","DOERRE INT","101915","101915046","","N","E","NA","","N","06 - 08","101","04","HARRIS","Middle"
"KLEIN ISD","EHRHARDT EL","101915","101915110","","N","R","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"KLEIN ISD","EILAND EL","101915","101915118","","N","A","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"KLEIN ISD","EPPS ISLAND EL","101915","101915105","","N","A","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"KLEIN ISD","GREENWOOD FOREST EL","101915","101915104","","N","R","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"KLEIN ISD","HAUDE EL","101915","101915103","","N","R","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"KLEIN ISD","HILDEBRANDT INT","101915","101915042","","N","E","NA","","N","06 - 08","101","04","HARRIS","Middle"
"KLEIN ISD","KAISER EL","101915","101915108","","N","A","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"KLEIN ISD","KLEB INT","101915","101915045","","N","E","NA","","N","06 - 08","101","04","HARRIS","Middle"
"KLEIN ISD","KLEIN FOREST H S","101915","101915002","","N","A","NQ","","N","09 - 12","101","04","HARRIS","Secondary"
"KLEIN ISD","KLEIN H S","101915","101915001","","N","R","NQ","","N","09 - 12","101","04","HARRIS","Secondary"
"KLEIN ISD","KLEIN INT","101915","101915041","","N","A","NA","","N","06 - 08","101","04","HARRIS","Middle"
"KLEIN ISD","KLEIN OAK H S","101915","101915003","","N","R","NQ","","N","09 - 12","101","04","HARRIS","Secondary"
"KLEIN ISD","KLENK EL","101915","101915117","","N","R","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"KLEIN ISD","KRAHN EL","101915","101915113","","N","E","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"KLEIN ISD","KUEHNLE EL","101915","101915115","","N","E","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"KLEIN ISD","LEMM EL","101915","101915111","","N","E","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"KLEIN ISD","MITTELSTADT EL","101915","101915116","","N","E","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"KLEIN ISD","NITSCH EL","101915","101915112","","N","A","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"KLEIN ISD","NORTHAMPTON EL","101915","101915102","","N","R","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"KLEIN ISD","ROTH EL","101915","101915114","","N","E","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"KLEIN ISD","SCHULTZ EL","101915","101915119","","N","R","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"KLEIN ISD","STRACK INT","101915","101915044","","N","E","NA","","N","06 - 08","101","04","HARRIS","Middle"
"KLEIN ISD","THEISS EL","101915","101915106","","N","E","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"KLEIN ISD","WUNDERLICH INT","101915","101915043","","N","A","NA","","N","06 - 08","101","04","HARRIS","Middle"
"KLONDIKE ISD","KLONDIKE EL","058905","058905101","","N","E","NA","","N","EE - 05","058","17","DAWSON","Elementary"
"KLONDIKE ISD","KLONDIKE H S","058905","058905001","","N","E","AB","","N","06 - 12","058","17","DAWSON","Both Elem/Sec"
"KNIPPA ISD","KNIPPA ALTERNATIVE","232901","232901111","","N","1","PE","","N","07 - 11","232","20","UVALDE","Secondary"
"KNIPPA ISD","KNIPPA SCHOOL","232901","232901001","","N","A","NQ","","N","PK - 12","232","20","UVALDE","Both Elem/Sec"
"KNOX CITY-O'BRIEN ISD","KNOX CITY EL","138902","138902101","","N","A","NA","","N","EE - 04","138","09","KNOX","Elementary"
"KNOX CITY-O'BRIEN ISD","KNOX CITY H S","138902","138902001","","N","R","NQ","","N","09 - 12","138","09","KNOX","Secondary"
"KNOX CITY-O'BRIEN ISD","O'BRIEN MIDDLE","138902","138902041","","N","A","NA","","N","05 - 08","138","09","KNOX","Middle"
"KOPPERL ISD","KOPPERL SCHOOL","018907","018907001","","N","A","NQ","","N","PK - 12","018","12","BOSQUE","Both Elem/Sec"
"KOUNTZE ISD","KOUNTZE EL","100903","100903101","","N","A","NA","","N","EE - 05","100","05","HARDIN","Elementary"
"KOUNTZE ISD","KOUNTZE H S","100903","100903002","","N","A","NQ","","N","09 - 12","100","05","HARDIN","Secondary"
"KOUNTZE ISD","KOUNTZE MIDDLE","100903","100903041","","N","A","NA","","N","06 - 08","100","05","HARDIN","Middle"
"KRESS ISD","KRESS EL","219905","219905101","","N","A","NA","","N","KG - 06","219","16","SWISHER","Elementary"
"KRESS ISD","KRESS H S","219905","219905001","","N","A","NQ","","N","07 - 12","219","16","SWISHER","Secondary"
"KRUM ISD","BLANCHE DODD INT","061905","061905102","","N","A","NA","","N","03 - 06","061","11","DENTON","Elementary"
"KRUM ISD","DYER EL","061905","061905101","061905102","N","A","NA","KRUM INT","N","EE - 02","061","11","DENTON","Elementary"
"KRUM ISD","KRUM H S","061905","061905001","","N","R","NQ","","N","09 - 12","061","11","DENTON","Secondary"
"KRUM ISD","KRUM MIDDLE","061905","061905041","","N","R","NA","","N","07 - 08","061","11","DENTON","Middle"
"LA FERIA ISD","C E VAIL EL","031905","031905103","","N","R","NA","","N","03 - 05","031","01","CAMERON","Elementary"
"LA FERIA ISD","LA FERIA ALTER","031905","031905002","","N","1","PE","","N","09 - 12","031","01","CAMERON","Secondary"
"LA FERIA ISD","LA FERIA H S","031905","031905001","","N","R","NQ","","N","09 - 12","031","01","CAMERON","Secondary"
"LA FERIA ISD","LEE EL","031905","031905102","","N","N","NR","","N","EE - KG","031","01","CAMERON","Elementary"
"LA FERIA ISD","SAM HOUSTON EL","031905","031905101","031905103","N","R","NA","C. E. VAIL ELEMENTARY","N","01 - 02","031","01","CAMERON","Elementary"
"LA FERIA ISD","WILLIAM B GREEN MIDDLE","031905","031905041","","N","R","NA","","N","06 - 08","031","01","CAMERON","Middle"
"LA GLORIA ISD","LA GLORIA EL","125906","125906101","","N","A","NA","","N","KG - 06","125","02","JIM WELLS","Elementary"
"LA GRANGE ISD","HERMES EL","075902","075902101","075902102","N","A","NA","LA GRANGE INT.","N","EE - 03","075","13","FAYETTE","Elementary"
"LA GRANGE ISD","LA GRANGE H S","075902","075902001","","N","R","NQ","","N","09 - 12","075","13","FAYETTE","Secondary"
"LA GRANGE ISD","LA GRANGE INT","075902","075902102","","N","A","NA","","N","04 - 06","075","13","FAYETTE","Elementary"
"LA GRANGE ISD","LA GRANGE MIDDLE","075902","075902041","","N","A","NA","","N","07 - 08","075","13","FAYETTE","Middle"
"LA JOYA ISD","ALTER CTR FOR ED","108912","108912003","","N","1","PE","","N","07 - 12","108","01","HIDALGO","Secondary"
"LA JOYA ISD","BENAVIDES EL","108912","108912105","","N","A","NA","","N","EE - 05","108","01","HIDALGO","Elementary"
"LA JOYA ISD","CESAR CHAVEZ MIDDLE","108912","108912042","","N","A","NA","","N","06 - 08","108","01","HIDALGO","Middle"
"LA JOYA ISD","E B REYNA EL","108912","108912108","","N","R","NA","","N","EE - 05","108","01","HIDALGO","Elementary"
"LA JOYA ISD","ELIGIO KIKA DE LA GARZA EL","108912","108912107","","N","A","NA","","N","PK - 05","108","01","HIDALGO","Elementary"
"LA JOYA ISD","ELODIA R CHAPA EL","108912","108912109","","N","A","NA","","N","EE - 05","108","01","HIDALGO","Elementary"
"LA JOYA ISD","FLORES EL","108912","108912104","","N","A","NA","","N","PK - 05","108","01","HIDALGO","Elementary"
"LA JOYA ISD","J F KENNEDY EL","108912","108912102","","N","A","NA","","N","PK - 05","108","01","HIDALGO","Elementary"
"LA JOYA ISD","JOSE DE ESCANDON EL","108912","108912110","","N","R","NA","","N","PK - 05","108","01","HIDALGO","Elementary"
"LA JOYA ISD","LA JOYA H S","108912","108912001","","N","A","NQ","","N","09 - 12","108","01","HIDALGO","Secondary"
"LA JOYA ISD","LA JOYA 9TH GRADE","108912","108912004","108912001","N","A","NA","LA JOYA HS","N","09 - 09","108","01","HIDALGO","Secondary"
"LA JOYA ISD","LEO J LEO EL","108912","108912106","","N","A","NA","","N","PK - 05","108","01","HIDALGO","Elementary"
"LA JOYA ISD","MEMORIAL MIDDLE","108912","108912044","","N","A","NA","","N","06 - 08","108","01","HIDALGO","Middle"
"LA JOYA ISD","NELLIE SCHUNIOR MIDDLE","108912","108912041","","N","A","NA","","N","06 - 08","108","01","HIDALGO","Middle"
"LA JOYA ISD","NINTH EL","108912","108912111","","N","A","NA","","N","PK - 05","108","01","HIDALGO","Elementary"
"LA MARQUE ISD","HIGHLANDS EL","084904","084904101","","N","A","NA","","N","EE - 05","084","04","GALVESTON","Elementary"
"LA MARQUE ISD","INTER CITY EL","084904","084904102","","N","A","NA","","N","PK - 05","084","04","GALVESTON","Elementary"
"LA MARQUE ISD","LA MARQUE H S","084904","084904001","","N","L","NE","","N","09 - 12","084","04","GALVESTON","Secondary"
"LA MARQUE ISD","LA MARQUE MIDDLE","084904","084904041","","N","A","NA","","N","06 - 08","084","04","GALVESTON","Middle"
"LA MARQUE ISD","LAKE ROAD EL","084904","084904103","","N","A","NA","","N","PK - 05","084","04","GALVESTON","Elementary"
"LA MARQUE ISD","SIMMS EL","084904","084904105","","N","A","NA","","N","PK - 05","084","04","GALVESTON","Elementary"
"LA MARQUE ISD","WESTLAWN EL","084904","084904107","","N","R","NA","","N","EE - 05","084","04","GALVESTON","Elementary"
"LA PORTE ISD","BAKER J H","101916","101916042","","N","A","NA","","N","06 - 06","101","04","HARRIS","Middle"
"LA PORTE ISD","BAYSHORE EL","101916","101916104","","N","A","NA","","N","KG - 05","101","04","HARRIS","Elementary"
"LA PORTE ISD","COLLEGE PARK EL","101916","101916105","","N","A","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"LA PORTE ISD","DEWALT ALTER","101916","101916002","","N","1","PE","","N","06 - 12","101","04","HARRIS","Both Elem/Sec"
"LA PORTE ISD","EARLY CHILDHOOD CTR","101916","101916108","","N","N","NR","","N","EE - PK","101","04","HARRIS","Elementary"
"LA PORTE ISD","JENNIE REID EL","101916","101916101","","N","R","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"LA PORTE ISD","LA PORTE EL","101916","101916103","","N","A","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"LA PORTE ISD","LA PORTE H S","101916","101916001","","N","A","NQ","","N","09 - 12","101","04","HARRIS","Secondary"
"LA PORTE ISD","LA PORTE J H","101916","101916041","","N","A","NA","","N","07 - 08","101","04","HARRIS","Middle"
"LA PORTE ISD","LEO RIZZUTO EL","101916","101916107","","N","R","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"LA PORTE ISD","LOMAX EL","101916","101916106","","N","A","NA","","N","EE - 05","101","04","HARRIS","Elementary"
"LA PORTE ISD","LOMAX J H","101916","101916043","","N","A","NA","","N","07 - 08","101","04","HARRIS","Middle"
"LA POYNOR ISD","LA POYNOR EL","107910","107910101","","N","A","NA","","N","KG - 06","107","07","HENDERSON","Elementary"
"LA POYNOR ISD","LA POYNOR H S","107910","107910001","","N","A","NQ","","N","07 - 12","107","07","HENDERSON","Secondary"
"LA PRYOR ISD","LA PRYOR EL","254902","254902101","","N","A","NA","","N","EE - 05","254","20","ZAVALA","Elementary"
"LA PRYOR ISD","LA PRYOR H S","254902","254902001","","N","L","NE","","N","09 - 12","254","20","ZAVALA","Secondary"
"LA PRYOR ISD","LA PRYOR MIDDLE","254902","254902041","","N","A","NA","","N","06 - 08","254","20","ZAVALA","Middle"
"LA VEGA ISD","CHALLENGE ACADEMY","161906","161906004","","N","N","NR","","N","07 - 09","161","12","MCLENNAN","Middle"
"LA VEGA ISD","EAST LA VEGA INT","161906","161906103","","N","A","NA","","N","04 - 05","161","12","MCLENNAN","Elementary"
"LA VEGA ISD","H P MILES MIDDLE","161906","161906042","","N","A","NA","","N","06 - 08","161","12","MCLENNAN","Middle"
"LA VEGA ISD","LA VEGA EL","161906","161906105","161906103","N","A","NA","EAST LA VEGA INT.","N","02 - 03","161","12","MCLENNAN","Elementary"
"LA VEGA ISD","LA VEGA H S","161906","161906002","","N","A","NQ","","N","09 - 12","161","12","MCLENNAN","Secondary"
"LA VEGA ISD","LA VEGA PRI","161906","161906106","161906105","N","A","NA","LA VEGA EL","N","EE - 01","161","12","MCLENNAN","Elementary"
"LA VEGA ISD","OPTIONS","161906","161906003","","N","1","PE","","N","09 - 11","161","12","MCLENNAN","Secondary"
"LA VERNIA ISD","LA VERNIA ALTER","247903","247903002","","N","1","PE","","N","08 - 08","247","20","WILSON","Middle"
"LA VERNIA ISD","LA VERNIA EL","247903","247903101","","N","A","NA","","N","EE - 05","247","20","WILSON","Elementary"
"LA VERNIA ISD","LA VERNIA H S","247903","247903001","","N","R","NQ","","N","09 - 12","247","20","WILSON","Secondary"
"LA VERNIA ISD","LA VERNIA MIDDLE","247903","247903041","","N","A","NA","","N","06 - 08","247","20","WILSON","Middle"
"LA VILLA ISD","LA VILLA EL","108914","108914101","","N","R","NA","","N","PK - 05","108","01","HIDALGO","Elementary"
"LA VILLA ISD","LA VILLA H S","108914","108914001","","N","L","NE","","N","09 - 12","108","01","HIDALGO","Secondary"
"LA VILLA ISD","LA VILLA MIDDLE","108914","108914041","","N","A","NA","","N","06 - 08","108","01","HIDALGO","Middle"
"LACKLAND ISD","LACKLAND EL","015913","015913101","","N","R","NA","","N","EE - 05","015","20","BEXAR","Elementary"
"LACKLAND ISD","LACKLAND JR/SR H S","015913","015913001","","N","A","AC","","N","06 - 12","015","20","BEXAR","Both Elem/Sec"
"LAGO VISTA ISD","LAGO VISTA EL","227912","227912101","","N","R","NA","","N","EE - 05","227","13","TRAVIS","Elementary"
"LAGO VISTA ISD","LAGO VISTA H S","227912","227912001","","N","A","NQ","","N","09 - 12","227","13","TRAVIS","Secondary"
"LAGO VISTA ISD","LAGO VISTA MIDDLE","227912","227912041","","N","R","NA","","N","06 - 08","227","13","TRAVIS","Middle"
"LAKE DALLAS ISD","CORINTH PRI","061912","061912103","061912101","N","R","NA","LAKE DALLAS EL","N","EE - 02","061","11","DENTON","Elementary"
"LAKE DALLAS ISD","LAKE DALLAS EL","061912","061912101","","N","R","NA","","N","03 - 05","061","11","DENTON","Elementary"
"LAKE DALLAS ISD","LAKE DALLAS H S","061912","061912001","","N","A","NQ","","N","09 - 12","061","11","DENTON","Secondary"
"LAKE DALLAS ISD","LAKE DALLAS MIDDLE","061912","061912041","","N","R","NA","","N","06 - 08","061","11","DENTON","Middle"
"LAKE DALLAS ISD","LAKE DALLAS PRI","061912","061912102","061912101","N","R","NA","LAKE DALLAS EL","N","PK - 02","061","11","DENTON","Elementary"
"LAKE TRAVIS ISD","LAKE TRAVIS EL","227913","227913101","","N","A","NA","","N","EE - 05","227","13","TRAVIS","Elementary"
"LAKE TRAVIS ISD","LAKE TRAVIS H S","227913","227913001","","N","R","NQ","","N","09 - 12","227","13","TRAVIS","Secondary"
"LAKE TRAVIS ISD","LAKE TRAVIS MIDDLE","227913","227913041","","N","E","NA","","N","06 - 08","227","13","TRAVIS","Middle"
"LAKE TRAVIS ISD","LAKEWAY EL","227913","227913102","","N","E","NA","","N","EE - 05","227","13","TRAVIS","Elementary"
"LAKE WORTH ISD","EFFIE MORRIS EL","220910","220910101","","N","R","NA","","N","EE - 04","220","11","TARRANT","Elementary"
