"GRAND PRAIRIE ISD","SO GRAND PRAIRIE H S","R","057910003","057910","057","10","DALLAS","S","09 - 12","N"," "," ","A"
"GRAND PRAIRIE ISD","THURGOOD MARSHALL EL","E","057910129","057910","057","10","DALLAS","E","KG - 05","N"," "," ","A"
"GRAND PRAIRIE ISD","TRAVIS ELEMENTARY","Y","057910127","057910","057","10","DALLAS","E","PK - 05","N"," "," ","A"
"GRAND PRAIRIE ISD","ZAVALA EL","AEWM","057910119","057910","057","10","DALLAS","E","PK - 05","N"," "," ","R"
"GRAND SALINE ISD","GRAND SALINE ELEMENTARY SCHOOL"," ","234904101","234904","234","07","VAN ZANDT","E","PK - 02","N","234904102","GRAND SALINE INT","A"
"GRAND SALINE ISD","GRAND SALINE H S","TSZ","234904001","234904","234","07","VAN ZANDT","S","09 - 12","N"," "," ","A"
"GRAND SALINE ISD","GRAND SALINE INT"," ","234904102","234904","234","07","VAN ZANDT","E","03 - 05","N"," "," ","R"
"GRAND SALINE ISD","GRAND SALINE MIDDLE","EWS","234904041","234904","234","07","VAN ZANDT","M","06 - 08","N"," "," ","A"
"GRAND SALINE ISD","VAN ZANDT CO YOUTH MULTI-SERVICE"," ","234904002","234904","234","07","VAN ZANDT","S","07 - 11","N"," "," ","X"
"GRAND SALINE ISD","VAN ZANDT/RAIN SP ED CO-OP"," ","234904199","234904","234","07","VAN ZANDT","B","EE - 12","N"," "," ","X"
"GRAND SALINE ISD","VAN ZANDT/RAINS ALTERNATIVE EDUCA"," ","234904003","234904","234","07","VAN ZANDT","S","07 - 11","N"," "," ","X"
"GRANDFALLS-ROYALTY ISD","GRANDFALLS-ROYALTY SCHOOL","ATRMX","238904001","238904","238","18","WARD","B","PK - 12","N"," "," ","A"
"GRANDVIEW ISD","GRANDVIEW EL"," ","126904101","126904","126","11","JOHNSON","E","EE - 02","N","126904102","GRANDVIEW INTERMEDIATE","R"
"GRANDVIEW ISD","GRANDVIEW H S","ATRSY","126904001","126904","126","11","JOHNSON","S","09 - 12","N"," "," ","R"
"GRANDVIEW ISD","GRANDVIEW INTERMEDIATE","EMN","126904102","126904","126","11","JOHNSON","E","03 - 05","N"," "," ","A"
"GRANDVIEW ISD","GRANDVIEW J H","EWS","126904041","126904","126","11","JOHNSON","M","06 - 08","N"," "," ","A"
"GRANDVIEW-HOPKINS ISD","GRANDVIEW-HOPKINS EL","W","090905101","090905","090","16","GRAY","E","KG - 06","N"," "," ","A"
"GRANGER ISD","GRANGER SCHOOL","DTR","246905001","246905","246","13","WILLIAMSON","B","PK - 12","N"," "," ","A"
"GRAPE CREEK ISD","FAIRVIEW ACCELERATED"," ","226907002","226907","226","15","TOM GREEN","S","07 - 12","N"," "," ","1"
"GRAPE CREEK ISD","FAIRVIEW DAEP"," ","226907005","226907","226","15","TOM GREEN","S","09 - 11","N"," "," ","X"
"GRAPE CREEK ISD","GRAPE CREEK ELEMENTARY"," ","226907101","226907","226","15","TOM GREEN","E","EE - 05","N"," "," ","A"
"GRAPE CREEK ISD","GRAPE CREEK H S"," ","226907001","226907","226","15","TOM GREEN","S","09 - 12","N"," "," ","A"
"GRAPE CREEK ISD","GRAPE CREEK MIDDLE"," ","226907041","226907","226","15","TOM GREEN","M","06 - 08","N"," "," ","L"
"GRAPELAND ISD","GRAPELAND EL"," ","113902102","113902","113","06","HOUSTON","E","PK - 06","N"," "," ","A"
"GRAPELAND ISD","GRAPELAND H S","T","113902002","113902","113","06","HOUSTON","S","09 - 12","N"," "," ","A"
"GRAPELAND ISD","GRAPELAND J H","WZ","113902041","113902","113","06","HOUSTON","M","07 - 08","N"," "," ","A"
"GRAPEVINE-COLLEYVILLE ISD","BEAR CREEK EL","EMNZ","220906106","220906","220","11","TARRANT","E","KG - 05","N"," "," ","R"
"GRAPEVINE-COLLEYVILLE ISD","BRANSFORD EL","AEWMN","220906108","220906","220","11","TARRANT","E","KG - 05","N"," "," ","E"
"GRAPEVINE-COLLEYVILLE ISD","CANNON EL","AWN","220906101","220906","220","11","TARRANT","E","EE - 05","N"," "," ","R"
"GRAPEVINE-COLLEYVILLE ISD","COLLEYVILLE EL","AEWMNY","220906102","220906","220","11","TARRANT","E","KG - 05","N"," "," ","R"
"GRAPEVINE-COLLEYVILLE ISD","COLLEYVILLE HERITAGE H S","APCTRSY","220906004","220906","220","11","TARRANT","S","09 - 12","N"," "," ","A"
"GRAPEVINE-COLLEYVILLE ISD","COLLEYVILLE MIDDLE","AEWMS","220906042","220906","220","11","TARRANT","M","06 - 08","N"," "," ","R"
"GRAPEVINE-COLLEYVILLE ISD","CROSS TIMBERS MIDDLE","EWSX","220906044","220906","220","11","TARRANT","M","06 - 08","N"," "," ","R"
"GRAPEVINE-COLLEYVILLE ISD","DOVE EL","AEWMN","220906103","220906","220","11","TARRANT","E","KG - 05","N"," "," ","R"
"GRAPEVINE-COLLEYVILLE ISD","GLENHOPE EL","EWMNY","220906111","220906","220","11","TARRANT","E","EE - 05","N"," "," ","R"
"GRAPEVINE-COLLEYVILLE ISD","GRAPEVINE EL","AEWMNY","220906109","220906","220","11","TARRANT","E","EE - 05","N"," "," ","E"
"GRAPEVINE-COLLEYVILLE ISD","GRAPEVINE H S","PCTRS","220906001","220906","220","11","TARRANT","S","09 - 12","N"," "," ","A"
"GRAPEVINE-COLLEYVILLE ISD","GRAPEVINE MIDDLE","EWSY","220906041","220906","220","11","TARRANT","M","06 - 08","N"," "," ","R"
"GRAPEVINE-COLLEYVILLE ISD","HERITAGE EL","AEWMNX","220906107","220906","220","11","TARRANT","E","EE - 05","N"," "," ","E"
"GRAPEVINE-COLLEYVILLE ISD","HERITAGE MIDDLE","AEWMS","220906043","220906","220","11","TARRANT","M","06 - 08","N"," "," ","R"
"GRAPEVINE-COLLEYVILLE ISD","SILVER LAKE EL","EWNY","220906110","220906","220","11","TARRANT","E","EE - 05","N"," "," ","R"
"GRAPEVINE-COLLEYVILLE ISD","TARRANT CO J J A E P"," ","220906038","220906","220","11","TARRANT","S","09 - 10","N"," "," ","X"
"GRAPEVINE-COLLEYVILLE ISD","TAYLOR EL","AEWMN","220906105","220906","220","11","TARRANT","E","EE - 05","N"," "," ","E"
"GRAPEVINE-COLLEYVILLE ISD","THE BRIDGES ACAD ALTER"," ","220906006","220906","220","11","TARRANT","S","09 - 12","N"," "," ","1"
"GRAPEVINE-COLLEYVILLE ISD","TIMBERLINE EL","N","220906104","220906","220","11","TARRANT","E","EE - 05","N"," "," ","A"
"GREENVILLE ISD","BOWIE EL"," ","116905102","116905","116","10","HUNT","E","KG - 04","N"," "," ","R"
"GREENVILLE ISD","CARVER ELEMENTARY"," ","116905104","116905","116","10","HUNT","E","KG - 04","N"," "," ","R"
"GREENVILLE ISD","CROCKETT EL"," ","116905103","116905","116","10","HUNT","E","KG - 04","N"," "," ","A"
"GREENVILLE ISD","GREENVILLE ALTERNATIVE EDUCATIONA"," ","116905004","116905","116","10","HUNT","B","05 - 10","N"," "," ","X"
"GREENVILLE ISD","GREENVILLE H S"," ","116905002","116905","116","10","HUNT","S","09 - 12","N"," "," ","L"
"GREENVILLE ISD","GREENVILLE MIDDLE"," ","116905041","116905","116","10","HUNT","M","07 - 08","N"," "," ","L"
"GREENVILLE ISD","HUNT COUNTY JUVENILE DETENTION CT"," ","116905003","116905","116","10","HUNT","B","04 - 11","N"," "," ","X"
"GREENVILLE ISD","INTERMEDIATE"," ","116905108","116905","116","10","HUNT","M","05 - 06","N"," "," ","A"
"GREENVILLE ISD","L P WATERS EARLY CHILDHOOD CENTER"," ","116905109","116905","116","10","HUNT","E","PK - PK","N"," "," ","X"
"GREENVILLE ISD","LAMAR EL","EWMX","116905106","116905","116","10","HUNT","E","KG - 04","N"," "," ","R"
"GREENVILLE ISD","NEW HORIZONS LEARNING CENTER"," ","116905001","116905","116","10","HUNT","S","09 - 12","N"," "," ","1"
"GREENVILLE ISD","TRAVIS EL"," ","116905107","116905","116","10","HUNT","E","KG - 04","N"," "," ","A"
"GREENWOOD ISD","GREENWOOD H S","TRX","165902001","165902","165","18","MIDLAND","S","09 - 12","N"," "," ","A"
"GREENWOOD ISD","GREENWOOD INT","EM","165902102","165902","165","18","MIDLAND","E","04 - 06","N"," "," ","A"
"GREENWOOD ISD","GREENWOOD PRIMARY","E","165902101","165902","165","18","MIDLAND","E","PK - 03","N"," "," ","R"
"GREENWOOD ISD","JAMES R BROOKS MIDDLE SCHOOL","EWS","165902041","165902","165","18","MIDLAND","M","07 - 08","N"," "," ","A"
"GREGORY-PORTLAND ISD","ANDREWS EL","EMY","205902104","205902","205","02","SAN PATRICIO","E","KG - 04","N"," "," ","A"
"GREGORY-PORTLAND ISD","AUSTIN EL","E","205902101","205902","205","02","SAN PATRICIO","E","EE - 04","N"," "," ","R"
"GREGORY-PORTLAND ISD","CLARK EL","W","205902102","205902","205","02","SAN PATRICIO","E","PK - 04","N"," "," ","R"
"GREGORY-PORTLAND ISD","EAST CLIFF EL","EWM","205902103","205902","205","02","SAN PATRICIO","E","KG - 04","N"," "," ","R"
"GREGORY-PORTLAND ISD","GREGORY-PORTLAND H S","RX","205902001","205902","205","02","SAN PATRICIO","S","09 - 12","N"," "," ","A"
"GREGORY-PORTLAND ISD","GREGORY-PORTLAND INT","AN","205902105","205902","205","02","SAN PATRICIO","M","05 - 06","N"," "," ","A"
"GREGORY-PORTLAND ISD","GREGORY-PORTLAND J H","EY","205902041","205902","205","02","SAN PATRICIO","M","07 - 08","N"," "," ","A"
"GROESBECK ISD","ALTER LEARNING CTR"," ","147902002","147902","147","12","LIMESTONE","S","10 - 12","N"," "," ","1"
"GROESBECK ISD","GROESBECK ELEMENTARY","X","147902101","147902","147","12","LIMESTONE","E","EE - 05","N"," "," ","A"
"GROESBECK ISD","GROESBECK H S","T","147902001","147902","147","12","LIMESTONE","S","09 - 12","N"," "," ","A"
"GROESBECK ISD","GROESBECK MIDDLE","Z","147902042","147902","147","12","LIMESTONE","M","06 - 08","N"," "," ","A"
"GROESBECK ISD","LIMESTONE COUNTY JUVENILE DETENTI"," ","147902003","147902","147","12","LIMESTONE","S","08 - 11","N"," "," ","X"
"GROOM ISD","GROOM SCHOOL","ADTREWMS","033901001","033901","033","16","CARSON","B","KG - 12","N"," "," ","R"
"GROVETON ISD","GROVETON EL","EWMN","228901102","228901","228","06","TRINITY","E","EE - 06","N"," "," ","R"
"GROVETON ISD","GROVETON J H-H S","AEWSX","228901001","228901","228","06","TRINITY","S","07 - 12","N"," "," ","R"
"GRUVER ISD","GRUVER EL","AEWMX","098901101","098901","098","16","HANSFORD","E","PK - 04","N"," "," ","E"
"GRUVER ISD","GRUVER H S","ARY","098901001","098901","098","16","HANSFORD","S","09 - 12","N"," "," ","R"
"GRUVER ISD","GRUVER J H","AEWSZ","098901041","098901","098","16","HANSFORD","M","05 - 08","N"," "," ","R"
"GUARDIAN ANGEL PERFORMANCE ARTS AC","GUARDIAN ANGEL PERFORMANCE ACADEM"," ","015813041","015813","015","20","BEXAR","M","06 - 08","Y"," "," ","X"
"GULF SHORES ACADEMY","GULF SHORES CREDIT REPAIR PROGRAM"," ","101843003","101843","101","04","HARRIS","S","09 - 12","Y"," "," ","1"
"GULF SHORES ACADEMY","GULF SHORES HIGH SCHOOL"," ","101843001","101843","101","04","HARRIS","S","07 - 12","Y"," "," ","2"
"GULF SHORES ACADEMY","GULF SHORES MIDDLE SCHOOL"," ","101843005","101843","101","04","HARRIS","M","07 - 08","Y"," "," ","1"
"GULF SHORES ACADEMY","GULF SHORES RESIDENTIAL TREATMENT"," ","101843002","101843","101","04","HARRIS","S","09 - 12","Y"," "," ","2"
"GUNTER ISD","GUNTER EL","AEWM","091917101","091917","091","10","GRAYSON","E","PK - 04","N"," "," ","E"
"GUNTER ISD","GUNTER H S","TRS","091917001","091917","091","10","GRAYSON","S","09 - 12","N"," "," ","R"
"GUNTER ISD","GUNTER MIDDLE","AEWMNS","091917041","091917","091","10","GRAYSON","M","05 - 08","N"," "," ","E"
"GUSTINE ISD","GUSTINE SCHOOL","AZ","047903001","047903","047","14","COMANCHE","B","PK - 12","N"," "," ","A"
"GUTHRIE CSD","GUTHRIE SCHOOL","ADTEWMSX","135001001","135001","135","17","KING","B","KG - 12","N"," "," ","R"
"HALE CENTER ISD","AKIN EL","AW","095903102","095903","095","17","HALE","E","PK - 04","N"," "," ","R"
"HALE CENTER ISD","CARR MIDDLE SCHOOL","AWSX","095903103","095903","095","17","HALE","M","05 - 08","N"," "," ","A"
"HALE CENTER ISD","HALE CENTER H S","R","095903001","095903","095","17","HALE","S","09 - 12","N"," "," ","A"
"HALLETTSVILLE ISD","DAULE SP ED CO-OP"," ","143901102","143901","143","03","LAVACA","B","EE - 10","N"," "," ","X"
"HALLETTSVILLE ISD","G O A L S PROGRAM"," ","143901002","143901","143","03","LAVACA","B","KG - 09","N"," "," ","X"
"HALLETTSVILLE ISD","HALLETTSVILLE EL","W","143901101","143901","143","03","LAVACA","E","PK - 04","N"," "," ","R"
"HALLETTSVILLE ISD","HALLETTSVILLE H S","TR","143901001","143901","143","03","LAVACA","S","09 - 12","N"," "," ","A"
"HALLETTSVILLE ISD","HALLETTSVILLE J H"," ","143901041","143901","143","03","LAVACA","M","05 - 08","N"," "," ","L"
"HALLSBURG ISD","HALLSBURG EL","AEM","161924101","161924","161","12","MCLENNAN","E","KG - 06","N"," "," ","A"
"HALLSVILLE ISD","HALLSVILLE EL"," ","102904105","102904","102","07","HARRISON","E","01 - 02","N","102904107","HALLSVILLE INTERMEDIATE SCHOOL","R"
"HALLSVILLE ISD","HALLSVILLE H S","P","102904002","102904","102","07","HARRISON","S","09 - 12","N"," "," ","A"
"HALLSVILLE ISD","HALLSVILLE INTERMEDIATE SCHOOL","EWMZ","102904107","102904","102","07","HARRISON","E","03 - 04","N"," "," ","R"
"HALLSVILLE ISD","HALLSVILLE J H","EWS","102904041","102904","102","07","HARRISON","M","07 - 08","N"," "," ","R"
"HALLSVILLE ISD","HALLSVILLE MIDDLE","EMNX","102904104","102904","102","07","HARRISON","M","05 - 06","N"," "," ","R"
"HALLSVILLE ISD","HALLSVILLE PRI"," ","102904102","102904","102","07","HARRISON","E","EE - KG","N"," "," ","X"
"HALLSVILLE ISD","KILGORE DAEP"," ","102904003","102904","102","07","HARRISON","S","07 - 12","N"," "," ","X"
"HAMILTON ISD","ANN WHITNEY ELEMENTARY"," ","097902102","097902","097","12","HAMILTON","E","EE - 05","N"," "," ","A"
"HAMILTON ISD","HAMILTON HIGH SCHOOL","TREY","097902001","097902","097","12","HAMILTON","S","09 - 12","N"," "," ","A"
"HAMILTON ISD","HAMILTON JUNIOR HIGH SCHOOL","EWSY","097902041","097902","097","12","HAMILTON","M","06 - 08","N"," "," ","A"
"HAMLIN ISD","HAMLIN EL","AWNZ","127903102","127903","127","14","JONES","E","EE - 05","N"," "," ","R"
"HAMLIN ISD","HAMLIN H S","ATR","127903001","127903","127","14","JONES","S","09 - 12","N"," "," ","R"
"HAMLIN ISD","HAMLIN MIDDLE","EWS","127903041","127903","127","14","JONES","M","06 - 08","N"," "," ","R"
"HAMSHIRE-FANNETT ISD","HAMSHIRE-FANNETT EL","EM","123914101","123914","123","05","JEFFERSON","E","EE - 03","N"," "," ","R"
"HAMSHIRE-FANNETT ISD","HAMSHIRE-FANNETT H S","TR","123914001","123914","123","05","JEFFERSON","S","09 - 12","N"," "," ","A"
"HAMSHIRE-FANNETT ISD","HAMSHIRE-FANNETT INT","E","123914102","123914","123","05","JEFFERSON","E","04 - 06","N"," "," ","A"
"HAMSHIRE-FANNETT ISD","HAMSHIRE-FANNETT MIDDLE","EWSX","123914041","123914","123","05","JEFFERSON","M","07 - 08","N"," "," ","A"
"HAMSHIRE-FANNETT ISD","JEFFERSON CO J J A E P"," ","123914002","123914","123","05","JEFFERSON","S","10 - 10","N"," "," ","X"
"HAPPY ISD","HAPPY EL","AEMN","219901101","219901","219","16","SWISHER","E","KG - 06","N"," "," ","R"
"HAPPY ISD","HAPPY H S","ARX","219901001","219901","219","16","SWISHER","S","07 - 12","N"," "," ","A"
"HARDIN ISD","GULF COAST H S"," ","146904002","146904","146","04","LIBERTY","S","11 - 11","N"," "," ","1"
"HARDIN ISD","HARDIN EL","W","146904102","146904","146","04","LIBERTY","E","EE - 04","N"," "," ","A"
"HARDIN ISD","HARDIN H S","RX","146904001","146904","146","04","LIBERTY","S","09 - 12","N"," "," ","A"
"HARDIN ISD","HARDIN INTERMEDIATE"," ","146904042","146904","146","04","LIBERTY","M","05 - 06","N"," "," ","A"
"HARDIN ISD","HARDIN J H","EWY","146904041","146904","146","04","LIBERTY","M","07 - 08","N"," "," ","A"
"HARDIN ISD","HARDIN/CHAMBERS CTR"," ","146904003","146904","146","04","LIBERTY","S","09 - 11","N"," "," ","X"
"HARDIN-JEFFERSON ISD","CHINA EL","E","100905102","100905","100","05","HARDIN","E","EE - 03","N"," "," ","R"
"HARDIN-JEFFERSON ISD","HARDIN-JEFFERSON H S","TRY","100905001","100905","100","05","HARDIN","S","09 - 12","N"," "," ","A"
"HARDIN-JEFFERSON ISD","HENDERSON MIDDLE","EWSZ","100905041","100905","100","05","HARDIN","M","06 - 08","N"," "," ","A"
"HARDIN-JEFFERSON ISD","SOUR LAKE EL","W","100905105","100905","100","05","HARDIN","E","PK - 05","N"," "," ","A"
"HARLANDALE ISD","A LEAL JR MIDDLE SCHOOL","W","015904042","015904","015","20","BEXAR","M","06 - 08","N"," "," ","A"
"HARLANDALE ISD","BELLAIRE ELEMENTARY"," ","015904102","015904","015","20","BEXAR","E","PK - 05","N"," "," ","A"
"HARLANDALE ISD","BEXAR CO J J A E P"," ","015904007","015904","015","20","BEXAR","S","07 - 11","N"," "," ","X"
"HARLANDALE ISD","CARROLL BELL ELEMENTARY","AEWMN","015904101","015904","015","20","BEXAR","E","PK - 05","N"," "," ","A"
"HARLANDALE ISD","COLLIER ELEMENTARY","EM","015904103","015904","015","20","BEXAR","E","EE - 05","N"," "," ","A"
"HARLANDALE ISD","COLUMBIA HEIGHTS ELEMENTARY","EWMN","015904104","015904","015","20","BEXAR","E","EE - 05","N"," "," ","R"
"HARLANDALE ISD","E H GILBERT ELEMENTARY","EWM","015904116","015904","015","20","BEXAR","E","EE - 05","N"," "," ","A"
"HARLANDALE ISD","FENLEY TRANSITIONAL HIGH SCHOOL"," ","015904010","015904","015","20","BEXAR","S","09 - 12","N"," "," ","X"
"HARLANDALE ISD","FENLEY TRANSITIONAL MIDDLE SCHOOL"," ","015904047","015904","015","20","BEXAR","M","06 - 08","N"," "," ","X"
"HARLANDALE ISD","FRANK M TEJEDA ACADEMY"," ","015904004","015904","015","20","BEXAR","S","09 - 12","N"," "," ","1"
"HARLANDALE ISD","GILLETTE ELEMENTARY"," ","015904107","015904","015","20","BEXAR","E","EE - 05","N"," "," ","A"
"HARLANDALE ISD","H W SCHULZE ELEMENTARY","WNX","015904108","015904","015","20","BEXAR","E","PK - 05","N"," "," ","A"
"HARLANDALE ISD","HAC DAEP HIGH SCHOOL"," ","015904003","015904","015","20","BEXAR","S","09 - 12","N"," "," ","X"
"HARLANDALE ISD","HAC DAEP MIDDLE SCHOOL"," ","015904045","015904","015","20","BEXAR","M","06 - 08","N"," "," ","X"
"HARLANDALE ISD","HARLANDALE ALTERNATIVE CENTER BOO"," ","015904008","015904","015","20","BEXAR","S","09 - 09","N"," "," ","X"
"HARLANDALE ISD","HARLANDALE ALTERNATIVE CENTER BOO"," ","015904046","015904","015","20","BEXAR","M","07 - 08","N"," "," ","X"
"HARLANDALE ISD","HARLANDALE H S","RY","015904001","015904","015","20","BEXAR","S","09 - 12","N"," "," ","A"
"HARLANDALE ISD","HARLANDALE MIDDLE SCHOOL","WS","015904041","015904","015","20","BEXAR","M","06 - 08","N"," "," ","A"
"HARLANDALE ISD","JEWEL C WIETZEL CENTER"," ","015904115","015904","015","20","BEXAR","B","01 - 12","N"," "," ","X"
"HARLANDALE ISD","KINGSBOROUGH MIDDLE SCHOOL","AEWSY","015904044","015904","015","20","BEXAR","M","06 - 08","N"," "," ","A"
"HARLANDALE ISD","MCCOLLUM HIGH SCHOOL","RS","015904002","015904","015","20","BEXAR","S","09 - 12","N"," "," ","A"
"HARLANDALE ISD","MORRILL ELEMENTARY","EMNX","015904109","015904","015","20","BEXAR","E","PK - 05","N"," "," ","R"
"HARLANDALE ISD","RAYBURN ELEMENTARY","EMN","015904110","015904","015","20","BEXAR","E","PK - 05","N"," "," ","A"
"HARLANDALE ISD","SCHEH ELEMENTARY","EMNZ","015904111","015904","015","20","BEXAR","E","PK - 05","N"," "," ","R"
"HARLANDALE ISD","SCHULZE DAEP"," ","015904117","015904","015","20","BEXAR","E","03 - 05","N"," "," ","X"
"HARLANDALE ISD","STONEWALL/FLANDERS ELEMENTARY","AEW","015904105","015904","015","20","BEXAR","E","PK - 05","N"," "," ","A"
"HARLANDALE ISD","TEJEDA JUNIOR ACADEMY"," ","015904048","015904","015","20","BEXAR","M","07 - 08","N"," "," ","2"
"HARLANDALE ISD","TERRELL WELLS MIDDLE SCHOOL","E","015904043","015904","015","20","BEXAR","M","06 - 08","N"," "," ","A"
"HARLANDALE ISD","V M ADAMS ELEMENTARY"," ","015904106","015904","015","20","BEXAR","E","PK - 05","N"," "," ","A"
"HARLANDALE ISD","VESTAL ELEMENTARY","A","015904113","015904","015","20","BEXAR","E","PK - 05","N"," "," ","A"
"HARLANDALE ISD","WRIGHT ELEMENTARY","A","015904114","015904","015","20","BEXAR","E","EE - 05","N"," "," ","A"
"HARLETON ISD","HARLETON EL","WMN","102905101","102905","102","07","HARRISON","E","PK - 05","N"," "," ","R"
"HARLETON ISD","HARLETON H S","TRSX","102905001","102905","102","07","HARRISON","S","09 - 12","N"," "," ","A"
"HARLETON ISD","HARLETON J H","EWS","102905041","102905","102","07","HARRISON","M","06 - 08","N"," "," ","A"
"HARLINGEN CISD","AUSTIN EL","EW","031903102","031903","031","01","CAMERON","E","EE - 05","N"," "," ","A"
"HARLINGEN CISD","BEN MILAM EL","W","031903110","031903","031","01","CAMERON","E","PK - 05","N"," "," ","A"
"HARLINGEN CISD","BONHAM EL","EWMX","031903103","031903","031","01","CAMERON","E","EE - 05","N"," "," ","A"
"HARLINGEN CISD","BOWIE EL","EM","031903104","031903","031","01","CAMERON","E","PK - 05","N"," "," ","A"
"HARLINGEN CISD","CAMERON CO J J A E P"," ","031903004","031903","031","01","CAMERON","S","07 - 11","N"," "," ","X"
"HARLINGEN CISD","COAKLEY MIDDLE","EWY","031903041","031903","031","01","CAMERON","M","06 - 08","N"," "," ","A"
"HARLINGEN CISD","CROCKETT EL","N","031903105","031903","031","01","CAMERON","E","PK - 05","N"," "," ","A"
"HARLINGEN CISD","DISHMAN EL","AWN","031903106","031903","031","01","CAMERON","E","PK - 05","N"," "," ","R"
"HARLINGEN CISD","DR HESIQUIO RODRIGUEZ EL"," ","031903122","031903","031","01","CAMERON","E","EE - 05","N"," "," ","A"
"HARLINGEN CISD","GUTIERREZ MIDDLE","EWMZ","031903044","031903","031","01","CAMERON","M","06 - 08","N"," "," ","R"
"HARLINGEN CISD","HARLINGEN H S","R","031903001","031903","031","01","CAMERON","S","09 - 12","N"," "," ","A"
"HARLINGEN CISD","HARLINGEN H S - SOUTH","R","031903002","031903","031","01","CAMERON","S","09 - 12","N"," "," ","A"
"HARLINGEN CISD","HOUSTON EL"," ","031903107","031903","031","01","CAMERON","E","EE - 05","N"," "," ","A"
"HARLINGEN CISD","JEFFERSON EL","AWMN","031903108","031903","031","01","CAMERON","E","EE - 05","N"," "," ","A"
"HARLINGEN CISD","KEYS ACAD"," ","031903003","031903","031","01","CAMERON","B","EE - 12","N"," "," ","1"
"HARLINGEN CISD","LAMAR EL","AEWMNX","031903109","031903","031","01","CAMERON","E","PK - 05","N"," "," ","R"
"HARLINGEN CISD","LONG EL","N","031903120","031903","031","01","CAMERON","E","PK - 05","N"," "," ","R"
"HARLINGEN CISD","MEMORIAL MIDDLE","EW","031903042","031903","031","01","CAMERON","M","06 - 08","N"," "," ","A"
"HARLINGEN CISD","SECONDARY ALTER CTR"," ","031903118","031903","031","01","CAMERON","B","06 - 12","N"," "," ","X"
"HARLINGEN CISD","STUART PLACE EL","EM","031903111","031903","031","01","CAMERON","E","PK - 05","N"," "," ","A"
"HARLINGEN CISD","TRAVIS EL"," ","031903112","031903","031","01","CAMERON","E","PK - 05","N"," "," ","A"
"HARLINGEN CISD","TREASURE HILLS EL","EWMN","031903117","031903","031","01","CAMERON","E","PK - 05","N"," "," ","R"
"HARLINGEN CISD","VERNON MIDDLE","X","031903043","031903","031","01","CAMERON","M","06 - 08","N"," "," ","A"
"HARLINGEN CISD","WILSON EL"," ","031903116","031903","031","01","CAMERON","E","PK - 05","N"," "," ","A"
"HARLINGEN CISD","ZAVALA EL"," ","031903114","031903","031","01","CAMERON","E","PK - 05","N"," "," ","A"
"HARMONY ISD","HARMONY ELEMENTARY"," ","230905101","230905","230","07","UPSHUR","E","PK - 03","N"," "," ","R"
"HARMONY ISD","HARMONY H S","AT","230905001","230905","230","07","UPSHUR","S","09 - 12","N"," "," ","A"
"HARMONY ISD","HARMONY INTERMEDIATE SCHOOL","EN","230905102","230905","230","07","UPSHUR","E","04 - 05","N"," "," ","A"
"HARMONY ISD","HARMONY JUNIOR HIGH","AEWZ","230905041","230905","230","07","UPSHUR","M","06 - 08","N"," "," ","A"
"HARMONY SCIENCE ACADEMY","HARMONY SCIENCE ACADEMY","PWS","101846001","101846","101","04","HARRIS","B","06 - 12","Y"," "," ","E"
"HARMONY SCIENCE ACADEMY","HARMONY SCIENCE ACADEMY -DALLAS","EWS","101846041","101846","101","04","HARRIS","M","06 - 08","Y"," "," ","R"
"HARMONY SCIENCE ACADEMY (AUSTIN)","HARMONY SCIENCE ACADEMY - AUSTIN","S","227816001","227816","227","13","TRAVIS","B","06 - 10","Y"," "," ","R"
"HARPER ISD","HARPER EL","EWMNX","086902101","086902","086","13","GILLESPIE","E","PK - 05","N"," "," ","R"
"HARPER ISD","HARPER H S","ATRES","086902001","086902","086","13","GILLESPIE","S","09 - 12","N"," "," ","R"
"HARPER ISD","HARPER MIDDLE","AEWS","086902041","086902","086","13","GILLESPIE","M","06 - 08","N"," "," ","R"
"HARRIS COUNTY JUVENILE JUSTICE CHA","BURNETT-BAYLAND HOME"," ","101811002","101811","101","04","HARRIS","B","06 - 10","Y"," "," ","1"
"HARRIS COUNTY JUVENILE JUSTICE CHA","BURNETT-BAYLAND RECEPTION CENTER"," ","101811003","101811","101","04","HARRIS","B","05 - 11","Y"," "," ","1"
"HARRIS COUNTY JUVENILE JUSTICE CHA","HARRIS COUNTY JUVENILE DETENTION C"," ","101811001","101811","101","04","HARRIS","B","05 - 12","Y"," "," ","1"
"HARRIS COUNTY JUVENILE JUSTICE CHA","HARRIS COUNTY YOUTH VILLAGE"," ","101811004","101811","101","04","HARRIS","S","07 - 11","Y"," "," ","1"
"HARRIS COUNTY JUVENILE JUSTICE CHA","KATY-HOCKLEY BOOT CAMP"," ","101811006","101811","101","04","HARRIS","B","06 - 12","Y"," "," ","1"
"HARRIS COUNTY JUVENILE JUSTICE CHA","WESTSIDE COMMAND DETENTION CENTER"," ","101811005","101811","101","04","HARRIS","B","06 - 10","Y"," "," ","1"
"HARROLD ISD","HARROLD SCHOOL","C","244901001","244901","244","09","WILBARGER","B","KG - 12","N"," "," ","A"
"HART ISD","HART EL","A","035902101","035902","035","16","CASTRO","E","PK - 06","N"," "," ","A"
"HART ISD","HART JR-SR H S","ADY","035902001","035902","035","16","CASTRO","S","07 - 12","N"," "," ","A"
"HARTLEY ISD","HARTLEY SCHOOL","ACE","103902001","103902","103","16","HARTLEY","B","KG - 12","N"," "," ","R"
