"COLLEGE STATION ISD","COLLEGE STATION MIDDLE SCHOOL","S","021901041","021901","021","06","BRAZOS","M","07 - 08","N"," "," ","A"
"COLLEGE STATION ISD","CYPRESS GROVE INTERMEDIATE","AEX","021901202","021901","021","06","BRAZOS","M","05 - 06","N"," "," ","A"
"COLLEGE STATION ISD","OAKWOOD INTERMEDIATE SCHOOL","A","021901201","021901","021","06","BRAZOS","M","05 - 06","N"," "," ","A"
"COLLEGE STATION ISD","PEBBLE CREEK EL","EWMY","021901107","021901","021","06","BRAZOS","E","PK - 04","N"," "," ","E"
"COLLEGE STATION ISD","ROCK PRAIRIE EL","EX","021901105","021901","021","06","BRAZOS","E","EE - 04","N"," "," ","R"
"COLLEGE STATION ISD","SOUTH KNOLL EL","EW","021901101","021901","021","06","BRAZOS","E","EE - 04","N"," "," ","A"
"COLLEGE STATION ISD","SOUTHWOOD VALLEY EL","WX","021901104","021901","021","06","BRAZOS","E","PK - 04","N"," "," ","R"
"COLLINSVILLE ISD","COLLINSVILLE EL","EWMN","091902101","091902","091","10","GRAYSON","E","PK - 06","N"," "," ","R"
"COLLINSVILLE ISD","COLLINSVILLE H S","ATRWS","091902001","091902","091","10","GRAYSON","S","07 - 12","N"," "," ","A"
"COLMESNEIL ISD","COLMESNEIL EL","WMNX","229901101","229901","229","05","TYLER","B","KG - 09","N"," "," ","A"
"COLMESNEIL ISD","COLMESNEIL H S","TRS","229901001","229901","229","05","TYLER","S","09 - 12","N"," "," ","A"
"COLMESNEIL ISD","COLMESNEIL MIDDLE","EWMZ","229901041","229901","229","05","TYLER","B","06 - 10","N"," "," ","R"
"COLORADO ISD","COLORADO HIGH SCHOOL","AR","168901001","168901","168","14","MITCHELL","S","09 - 12","N"," "," ","A"
"COLORADO ISD","COLORADO MIDDLE","WZ","168901041","168901","168","14","MITCHELL","M","06 - 08","N"," "," ","A"
"COLORADO ISD","HUTCHINSON ELEMENTARY","AN","168901101","168901","168","14","MITCHELL","E","03 - 05","N"," "," ","A"
"COLORADO ISD","KELLEY ELEMENTARY"," ","168901102","168901","168","14","MITCHELL","E","EE - 02","N","168901101","HUTCHINSON ELEMENTARY","A"
"COLUMBIA-BRAZORIA ISD","BARROW EL","EW","020907107","020907","020","04","BRAZORIA","E","EE - 06","N"," "," ","R"
"COLUMBIA-BRAZORIA ISD","BRAZORIA CO J J A E P"," ","020907005","020907","020","04","BRAZORIA","S","09 - 10","N"," "," ","X"
"COLUMBIA-BRAZORIA ISD","CHARLIE BROWN INT","AEMN","020907104","020907","020","04","BRAZORIA","M","05 - 06","N"," "," ","A"
"COLUMBIA-BRAZORIA ISD","COLUMBIA H S","TR","020907001","020907","020","04","BRAZORIA","S","09 - 12","N"," "," ","A"
"COLUMBIA-BRAZORIA ISD","WEST COLUMBIA EL","Z","020907102","020907","020","04","BRAZORIA","E","PK - 04","N"," "," ","R"
"COLUMBIA-BRAZORIA ISD","WEST COLUMBIA J H","WZ","020907042","020907","020","04","BRAZORIA","M","07 - 08","N"," "," ","A"
"COLUMBIA-BRAZORIA ISD","WILD PEACH EL","EWMY","020907106","020907","020","04","BRAZORIA","E","EE - 04","N"," "," ","R"
"COLUMBUS ISD","COLUMBUS ELEMENTARY SCHOOL"," ","045902101","045902","045","03","COLORADO","E","EE - 05","N"," "," ","A"
"COLUMBUS ISD","COLUMBUS HIGH SCHOOL","TRX","045902001","045902","045","03","COLORADO","S","09 - 12","N"," "," ","A"
"COLUMBUS ISD","COLUMBUS JUNIOR HIGH SCHOOL","WY","045902041","045902","045","03","COLORADO","M","06 - 08","N"," "," ","A"
"COMAL ISD","ARLON R SEAY INTERMEDIATE","AEM","046902110","046902","046","13","COMAL","M","05 - 06","N"," "," ","A"
"COMAL ISD","BILL BROWN ELEMENTARY SCHOOL"," ","046902107","046902","046","13","COMAL","E","EE - 04","N"," "," ","R"
"COMAL ISD","CANYON HIGH SCHOOL"," ","046902001","046902","046","13","COMAL","S","09 - 12","N"," "," ","A"
"COMAL ISD","CANYON INTERMEDIATE SCHOOL","MX","046902108","046902","046","13","COMAL","E","04 - 06","N"," "," ","A"
"COMAL ISD","CANYON MIDDLE"," ","046902042","046902","046","13","COMAL","M","07 - 08","N"," "," ","A"
"COMAL ISD","COMAL ELEMENTARY SCHOOL","EN","046902102","046902","046","13","COMAL","E","EE - 06","N"," "," ","R"
"COMAL ISD","COMAL LEADERSHIP INSTITUTE"," ","046902201","046902","046","13","COMAL","S","09 - 12","N"," "," ","1"
"COMAL ISD","FRAZIER ELEMENTARY SCHOOL","E","046902104","046902","046","13","COMAL","E","02 - 03","N"," "," ","R"
"COMAL ISD","GOODWIN PRIMARY SCHOOL"," ","046902103","046902","046","13","COMAL","E","EE - 01","N","046902104","FRAZIER ELEMENTARY SCHOOL","R"
"COMAL ISD","HOFFMANN LANE ELEMENTARY SCHOOL","EWMNX","046902112","046902","046","13","COMAL","E","EE - 06","N"," "," ","R"
"COMAL ISD","MH SPECHT ELEMENTARY SCHOOL","EWMZ","046902111","046902","046","13","COMAL","E","EE - 04","N"," "," ","R"
"COMAL ISD","MOUNTAIN VALLEY SCHOOL"," ","046902105","046902","046","13","COMAL","E","EE - 06","N"," "," ","A"
"COMAL ISD","RAHE BULVERDE ELEMENTARY SCHOOL","AEWMZ","046902101","046902","046","13","COMAL","E","EE - 04","N"," "," ","R"
"COMAL ISD","REBECCA CREEK ELEMENTARY SCHOOL","EWMNX","046902113","046902","046","13","COMAL","E","EE - 06","N"," "," ","R"
"COMAL ISD","SMITHSON VALLEY HIGH SCHOOL","Z","046902002","046902","046","13","COMAL","S","09 - 12","N"," "," ","A"
"COMAL ISD","SMITHSON VALLEY MIDDLE","E","046902041","046902","046","13","COMAL","M","07 - 08","N"," "," ","A"
"COMAL ISD","SPRING BRANCH MIDDLE","EWY","046902044","046902","046","13","COMAL","M","07 - 08","N"," "," ","R"
"COMANCHE ISD","COMANCHE ACCELERATED LRN CTR"," ","047901003","047901","047","14","COMANCHE","S","07 - 12","N"," "," ","1"
"COMANCHE ISD","COMANCHE ELEMENTARY","EM","047901101","047901","047","14","COMANCHE","E","PK - 05","N"," "," ","A"
"COMANCHE ISD","COMANCHE H S","RZ","047901001","047901","047","14","COMANCHE","S","09 - 12","N"," "," ","A"
"COMANCHE ISD","JEFFERIES J H","EWY","047901041","047901","047","14","COMANCHE","M","06 - 08","N"," "," ","R"
"COMFORT ISD","COMFORT EL"," ","130902101","130902","130","13","KENDALL","E","EE - 05","N"," "," ","A"
"COMFORT ISD","COMFORT H S","TR","130902001","130902","130","13","KENDALL","S","09 - 12","N"," "," ","A"
"COMFORT ISD","COMFORT MIDDLE","A","130902041","130902","130","13","KENDALL","M","06 - 08","N"," "," ","A"
"COMFORT ISD","HILL COUNTRY HIGH SCHOOL"," ","130902002","130902","130","13","KENDALL","S","12 - 12","N"," "," ","X"
"COMMERCE ISD","ALBERT C WILLIAMS EL","N","116903104","116903","116","10","HUNT","E","03 - 05","N"," "," ","A"
"COMMERCE ISD","COMMERCE EL"," ","116903101","116903","116","10","HUNT","E","EE - 02","N","116903104","ALBERT C WILLIAMS EL","A"
"COMMERCE ISD","COMMERCE H S","PT","116903001","116903","116","10","HUNT","S","09 - 12","N"," "," ","A"
"COMMERCE ISD","COMMERCE MIDDLE","S","116903043","116903","116","10","HUNT","M","06 - 08","N"," "," ","A"
"COMMUNITY ISD","COLLIN CO J J A E P"," ","043918002","043918","043","10","COLLIN","M","07 - 07","N"," "," ","X"
"COMMUNITY ISD","COMMUNITY H S","R","043918001","043918","043","10","COLLIN","S","09 - 12","N"," "," ","A"
"COMMUNITY ISD","COMMUNITY INTERMEDIATE","EM","043918042","043918","043","10","COLLIN","E","04 - 05","N"," "," ","A"
"COMMUNITY ISD","COMMUNITY MIDDLE","WSY","043918041","043918","043","10","COLLIN","M","06 - 08","N"," "," ","A"
"COMMUNITY ISD","MCCLENDON EL","EM","043918101","043918","043","10","COLLIN","E","PK - 03","N"," "," ","R"
"COMO-PICKTON CISD","COMO-PICKTON SCHOOL","ATRX","112908001","112908","112","08","HOPKINS","B","PK - 12","N"," "," ","A"
"COMO-PICKTON CISD","HOLY HIGHWAY PICKTON","ATRY","112908200","112908","112","08","HOPKINS","S","07 - 12","N"," "," ","A"
"COMQUEST ACADEMY","COMQUEST ACADEMY"," ","101842001","101842","101","04","HARRIS","S","08 - 12","Y"," "," ","1"
"COMSTOCK ISD","COMSTOCK SCHOOL","ADREWSX","233903001","233903","233","15","VAL VERDE","B","KG - 12","N"," "," ","A"
"CONNALLY ISD","CHALLENGE ACADEMY"," ","161921004","161921","161","12","MCLENNAN","S","07 - 11","N"," "," ","X"
"CONNALLY ISD","CONNALLY ELEMENTARY SCHOOL"," ","161921104","161921","161","12","MCLENNAN","E","KG - 04","N"," "," ","A"
"CONNALLY ISD","CONNALLY HIGH SCHOOL","R","161921001","161921","161","12","MCLENNAN","S","09 - 12","N"," "," ","A"
"CONNALLY ISD","CONNALLY INTERMEDIATE CENTER","AY","161921103","161921","161","12","MCLENNAN","M","05 - 06","N"," "," ","A"
"CONNALLY ISD","CONNALLY JUNIOR HIGH","WSY","161921041","161921","161","12","MCLENNAN","M","07 - 08","N"," "," ","A"
"CONNALLY ISD","CONNALLY PRIMARY SCHOOL"," ","161921101","161921","161","12","MCLENNAN","E","KG - 02","N","161921104","CONNALLY ELEMENTARY SCHOOL","A"
"CONNALLY ISD","ELM MOTT CENTER"," ","161921102","161921","161","12","MCLENNAN","E","EE - PK","N"," "," ","X"
"CONNALLY ISD","LAKEVIEW ACADEMY"," ","161921002","161921","161","12","MCLENNAN","S","08 - 12","N"," "," ","1"
"CONNALLY ISD","READY TO READ ACADEMY"," ","161921105","161921","161","12","MCLENNAN","E","PK - PK","N"," "," ","X"
"CONROE ISD","A D FORD EL","M","170902112","170902","170","06","MONTGOMERY","E","EE - 04","N"," "," ","R"
"CONROE ISD","ANDERSON EL","EZ","170902101","170902","170","06","MONTGOMERY","E","EE - 04","N"," "," ","R"
"CONROE ISD","ARMSTRONG EL","Z","170902107","170902","170","06","MONTGOMERY","E","PK - 04","N"," "," ","A"
"CONROE ISD","AUSTIN EL","E","170902102","170902","170","06","MONTGOMERY","E","EE - 04","N"," "," ","R"
"CONROE ISD","B B RICE EL"," ","170902114","170902","170","06","MONTGOMERY","E","PK - 06","N"," "," ","R"
"CONROE ISD","BRANCH CROSSING JUNIOR HIGH SCHOO","AEWMS","170902053","170902","170","06","MONTGOMERY","M","07 - 08","N"," "," ","E"
"CONROE ISD","BUCKALEW EL","AEWMZ","170902123","170902","170","06","MONTGOMERY","E","KG - 04","N"," "," ","E"
"CONROE ISD","BUSH EL","AEWMX","170902121","170902","170","06","MONTGOMERY","E","EE - 04","N"," "," ","E"
"CONROE ISD","C D YORK J H"," ","170902049","170902","170","06","MONTGOMERY","M","06 - 08","N"," "," ","A"
"CONROE ISD","CANEY CREEK H S","SZ","170902011","170902","170","06","MONTGOMERY","S","09 - 12","N"," "," ","R"
"CONROE ISD","COLLINS INT","AEMN","170902050","170902","170","06","MONTGOMERY","M","05 - 06","N"," "," ","E"
"CONROE ISD","CONROE H S","Y","170902001","170902","170","06","MONTGOMERY","S","09 - 12","N"," "," ","A"
"CONROE ISD","CREIGHTON ELEMENTARY"," ","170902106","170902","170","06","MONTGOMERY","E","PK - 04","N"," "," ","A"
"CONROE ISD","CRYAR INTERMEDIATE"," ","170902073","170902","170","06","MONTGOMERY","M","05 - 06","N"," "," ","A"
"CONROE ISD","DAVID EL","AEWMX","170902118","170902","170","06","MONTGOMERY","E","KG - 04","N"," "," ","E"
"CONROE ISD","DOLLY VOGEL INTERMEDIATE","AEN","170902069","170902","170","06","MONTGOMERY","M","05 - 06","N"," "," ","R"
"CONROE ISD","GALATAS EL","AEWMZ","170902120","170902","170","06","MONTGOMERY","E","KG - 04","N"," "," ","E"
"CONROE ISD","GIESINGER EL","WY","170902119","170902","170","06","MONTGOMERY","E","EE - 04","N"," "," ","R"
"CONROE ISD","GLEN LOCH EL","EW","170902116","170902","170","06","MONTGOMERY","E","EE - 04","N"," "," ","R"
"CONROE ISD","GRANGERLAND INTERMEDIATE","Y","170902068","170902","170","06","MONTGOMERY","M","05 - 06","N"," "," ","A"
"CONROE ISD","HOUSER ELEMENTARY","W","170902111","170902","170","06","MONTGOMERY","E","EE - 04","N"," "," ","R"
"CONROE ISD","HOUSTON EL","X","170902104","170902","170","06","MONTGOMERY","E","PK - 04","N"," "," ","R"
"CONROE ISD","JUVENILE DETENTION CTR"," ","170902201","170902","170","06","MONTGOMERY","B","05 - 11","N"," "," ","X"
"CONROE ISD","KNOX JUNIOR HIGH SCHOOL","EWS","170902046","170902","170","06","MONTGOMERY","M","07 - 08","N"," "," ","A"
"CONROE ISD","LAMAR EL","EWMZ","170902108","170902","170","06","MONTGOMERY","E","PK - 04","N"," "," ","R"
"CONROE ISD","MILAM EL"," ","170902105","170902","170","06","MONTGOMERY","E","PK - 04","N"," "," ","R"
"CONROE ISD","MITCHELL INT","AEMN","170902067","170902","170","06","MONTGOMERY","M","05 - 06","N"," "," ","E"
"CONROE ISD","MONTGOMERY COUNTY JJAEP"," ","170902010","170902","170","06","MONTGOMERY","B","06 - 12","N"," "," ","X"
"CONROE ISD","MOORHEAD J H"," ","170902051","170902","170","06","MONTGOMERY","M","07 - 08","N"," "," ","A"
"CONROE ISD","OAK RIDGE EL","EWY","170902109","170902","170","06","MONTGOMERY","E","PK - 04","N"," "," ","R"
"CONROE ISD","OAK RIDGE H S","Z","170902005","170902","170","06","MONTGOMERY","S","09 - 12","N"," "," ","A"
"CONROE ISD","PATHWAYS"," ","170902007","170902","170","06","MONTGOMERY","B","03 - 12","N"," "," ","X"
"CONROE ISD","PEET J H","SX","170902041","170902","170","06","MONTGOMERY","M","07 - 08","N"," "," ","A"
"CONROE ISD","POWELL EL","AEWM","170902122","170902","170","06","MONTGOMERY","E","EE - 04","N"," "," ","E"
"CONROE ISD","REAVES EL","EWMZ","170902124","170902","170","06","MONTGOMERY","E","PK - 04","N"," "," ","R"
"CONROE ISD","RUNYAN EL","W","170902103","170902","170","06","MONTGOMERY","E","EE - 04","N"," "," ","A"
"CONROE ISD","SALLY RIDE EL","AEWMZ","170902117","170902","170","06","MONTGOMERY","E","KG - 04","N"," "," ","E"
"CONROE ISD","SAM HAILEY EL","EWMZ","170902113","170902","170","06","MONTGOMERY","E","PK - 04","N"," "," ","E"
"CONROE ISD","SAN JACINTO EL","E","170902115","170902","170","06","MONTGOMERY","E","PK - 04","N"," "," ","R"
"CONROE ISD","THE WOODLANDS H S","DPTREMSX","170902003","170902","170","06","MONTGOMERY","S","11 - 12","N"," "," ","R"
"CONROE ISD","THE WOODLANDS HIGH SCHOOL - MCCUL","S","170902012","170902","170","06","MONTGOMERY","S","09 - 10","N"," "," ","A"
"CONROE ISD","TOUGH ELEMENTARY","AEWMNY","170902071","170902","170","06","MONTGOMERY","E","KG - 06","N"," "," ","E"
"CONROE ISD","TRAVIS INTERMEDIATE"," ","170902070","170902","170","06","MONTGOMERY","M","05 - 06","N"," "," ","A"
"CONROE ISD","W L HAUKE ALTER ED"," ","170902002","170902","170","06","MONTGOMERY","S","08 - 12","N"," "," ","1"
"CONROE ISD","WASHINGTON JUNIOR HIGH"," ","170902043","170902","170","06","MONTGOMERY","M","07 - 08","N"," "," ","A"
"CONROE ISD","WILKERSON INT","EMN","170902045","170902","170","06","MONTGOMERY","M","05 - 06","N"," "," ","R"
"COOLIDGE ISD","COOLIDGE EL","X","147901101","147901","147","12","LIMESTONE","E","PK - 05","N"," "," ","A"
"COOLIDGE ISD","COOLIDGE H S","DX","147901001","147901","147","12","LIMESTONE","B","06 - 12","N"," "," ","A"
"COOPER ISD","COOPER EL","X","060902101","060902","060","08","DELTA","E","PK - 05","N"," "," ","A"
"COOPER ISD","COOPER H S","TESY","060902001","060902","060","08","DELTA","S","09 - 12","N"," "," ","A"
"COOPER ISD","COOPER J H","EW","060902041","060902","060","08","DELTA","M","06 - 08","N"," "," ","A"
"COPPELL ISD","AUSTIN EL","AEWMN","057922103","057922","057","10","DALLAS","E","EE - 05","N"," "," ","E"
"COPPELL ISD","COPPELL H S","PCTRS","057922001","057922","057","10","DALLAS","S","09 - 12","N"," "," ","A"
"COPPELL ISD","COPPELL MIDDLE EAST","AEWMS","057922042","057922","057","10","DALLAS","M","06 - 08","N"," "," ","R"
"COPPELL ISD","COPPELL MIDDLE NORTH","AEWMSY","057922044","057922","057","10","DALLAS","M","06 - 08","N"," "," ","R"
"COPPELL ISD","COPPELL MIDDLE WEST","EWS","057922043","057922","057","10","DALLAS","M","06 - 08","N"," "," ","A"
"COPPELL ISD","COTTONWOOD CREEK EL","AEWMN","057922109","057922","057","10","DALLAS","E","KG - 05","N"," "," ","R"
"COPPELL ISD","DENTON CREEK EL","AEWMNY","057922111","057922","057","10","DALLAS","E","KG - 05","N"," "," ","R"
"COPPELL ISD","LAKESIDE EL","AEWMNX","057922107","057922","057","10","DALLAS","E","KG - 05","N"," "," ","E"
"COPPELL ISD","LEE EL","EWMN","057922102","057922","057","10","DALLAS","E","EE - 05","N"," "," ","R"
"COPPELL ISD","MOCKINGBIRD EL","AEWMNY","057922105","057922","057","10","DALLAS","E","KG - 05","N"," "," ","R"
"COPPELL ISD","P A S S LEARNING CTR"," ","057922007","057922","057","10","DALLAS","S","12 - 12","N"," "," ","X"
"COPPELL ISD","PINKERTON EL","AEWMN","057922101","057922","057","10","DALLAS","E","KG - 05","N"," "," ","E"
"COPPELL ISD","TOWN CENTER EL","AEWMN","057922108","057922","057","10","DALLAS","E","KG - 05","N"," "," ","E"
"COPPELL ISD","VALLEY RANCH EL","AEWMNY","057922110","057922","057","10","DALLAS","E","KG - 05","N"," "," ","R"
"COPPELL ISD","WILSON EL","AEWMNX","057922106","057922","057","10","DALLAS","E","PK - 05","N"," "," ","E"
"COPPERAS COVE ISD","C R CLEMENTS INT","EMX","050910104","050910","050","12","CORYELL","M","05 - 06","N"," "," ","A"
"COPPERAS COVE ISD","COPPERAS COVE H S"," ","050910001","050910","050","12","CORYELL","S","09 - 12","N"," "," ","A"
"COPPERAS COVE ISD","COPPERAS COVE J H","EW","050910041","050910","050","12","CORYELL","M","07 - 08","N"," "," ","A"
"COPPERAS COVE ISD","CROSSROADS HIGH SCHOOL"," ","050910005","050910","050","12","CORYELL","S","11 - 12","N"," "," ","1"
"COPPERAS COVE ISD","FAIRVIEW/MISS JEWELL EL","E","050910101","050910","050","12","CORYELL","E","PK - 04","N"," "," ","A"
"COPPERAS COVE ISD","HETTIE HALSTEAD ELEMENTARY","E","050910102","050910","050","12","CORYELL","E","EE - 04","N"," "," ","R"
"COPPERAS COVE ISD","HOLLIE PARSONS EL","EWMY","050910109","050910","050","12","CORYELL","E","PK - 04","N"," "," ","R"
"COPPERAS COVE ISD","J L WILLIAMS EL","EWM","050910108","050910","050","12","CORYELL","E","PK - 04","N"," "," ","E"
"COPPERAS COVE ISD","LOVETT LEDGER INT","N","050910107","050910","050","12","CORYELL","M","05 - 06","N"," "," ","A"
"COPPERAS COVE ISD","MAE STEVENS EL","EWM","050910105","050910","050","12","CORYELL","E","PK - 04","N"," "," ","R"
"COPPERAS COVE ISD","MARTIN WALKER EL","EWMZ","050910106","050910","050","12","CORYELL","E","EE - 05","N"," "," ","R"
"COPPERAS COVE ISD","S C LEE J H","EW","050910042","050910","050","12","CORYELL","M","07 - 08","N"," "," ","A"
"CORPUS CHRISTI ISD","ALLEN EL","EWMX","178904101","178904","178","02","NUECES","E","PK - 05","N"," "," ","A"
"CORPUS CHRISTI ISD","ALTERNATIVE H S CTR"," ","178904009","178904","178","02","NUECES","S","07 - 12","N"," "," ","1"
"CORPUS CHRISTI ISD","BAKER MIDDLE","EW","178904041","178904","178","02","NUECES","M","06 - 08","N"," "," ","A"
"CORPUS CHRISTI ISD","BARNES EL","ENX","178904152","178904","178","02","NUECES","E","EE - 05","N"," "," ","R"
"CORPUS CHRISTI ISD","BROWNE MIDDLE","EW","178904043","178904","178","02","NUECES","M","06 - 08","N"," "," ","A"
"CORPUS CHRISTI ISD","CALK EL","M","178904103","178904","178","02","NUECES","E","PK - 05","N"," "," ","A"
"CORPUS CHRISTI ISD","CARROLL H S","R","178904001","178904","178","02","NUECES","S","09 - 12","N"," "," ","A"
"CORPUS CHRISTI ISD","CARROLL LANE EL","A","178904104","178904","178","02","NUECES","E","PK - 05","N"," "," ","A"
"CORPUS CHRISTI ISD","CASA LINDA EL","WN","178904105","178904","178","02","NUECES","E","PK - 05","N"," "," ","R"
"CORPUS CHRISTI ISD","CENTRAL PARK EL","EWMNX","178904106","178904","178","02","NUECES","E","EE - 05","N"," "," ","R"
"CORPUS CHRISTI ISD","CHULA VISTA FINE ARTS","AEWY","178904107","178904","178","02","NUECES","E","01 - 05","N"," "," ","R"
"CORPUS CHRISTI ISD","CLUB ESTATES","EMNX","178904146","178904","178","02","NUECES","E","KG - 05","N"," "," ","R"
"CORPUS CHRISTI ISD","COLES EL"," ","178904137","178904","178","02","NUECES","E","KG - 05","N"," "," ","A"
"CORPUS CHRISTI ISD","CROCKETT EL","NX","178904108","178904","178","02","NUECES","E","EE - 05","N"," "," ","R"
"CORPUS CHRISTI ISD","CULLEN MIDDLE","WS","178904045","178904","178","02","NUECES","M","06 - 08","N"," "," ","A"
"CORPUS CHRISTI ISD","CUNNINGHAM MIDDLE"," ","178904046","178904","178","02","NUECES","M","06 - 08","N"," "," ","A"
"CORPUS CHRISTI ISD","DAWSON EL","EWMNY","178904154","178904","178","02","NUECES","E","KG - 05","N"," "," ","R"
"CORPUS CHRISTI ISD","DRISCOLL MIDDLE"," ","178904047","178904","178","02","NUECES","M","06 - 08","N"," "," ","L"
"CORPUS CHRISTI ISD","EARLY CHILDHOOD DEVELOPMENT CTR","AE","178904153","178904","178","02","NUECES","E","PK - 04","N"," "," ","R"
"CORPUS CHRISTI ISD","EVANS EL","EMNZ","178904110","178904","178","02","NUECES","E","PK - 05","N"," "," ","R"
"CORPUS CHRISTI ISD","FANNIN EL","E","178904111","178904","178","02","NUECES","E","EE - 05","N"," "," ","A"
"CORPUS CHRISTI ISD","GALVAN EL","EWX","178904150","178904","178","02","NUECES","E","EE - 05","N"," "," ","A"
"CORPUS CHRISTI ISD","GARCIA EL","EMN","178904115","178904","178","02","NUECES","E","PK - 05","N"," "," ","E"
"CORPUS CHRISTI ISD","GIBSON EL","MX","178904116","178904","178","02","NUECES","E","PK - 05","N"," "," ","A"
"CORPUS CHRISTI ISD","GRANT MIDDLE","EWS","178904056","178904","178","02","NUECES","M","06 - 08","N"," "," ","A"
"CORPUS CHRISTI ISD","HAAS MIDDLE","E","178904048","178904","178","02","NUECES","M","06 - 08","N"," "," ","A"
"CORPUS CHRISTI ISD","HAMLIN MIDDLE","EWS","178904049","178904","178","02","NUECES","M","06 - 08","N"," "," ","A"
"CORPUS CHRISTI ISD","HOUSTON EL","N","178904117","178904","178","02","NUECES","E","PK - 05","N"," "," ","A"
"CORPUS CHRISTI ISD","JONES EL","AEWMN","178904151","178904","178","02","NUECES","E","KG - 05","N"," "," ","A"
"CORPUS CHRISTI ISD","KAFFIE MIDDLE SCHOOL","E","178904055","178904","178","02","NUECES","M","06 - 08","N"," "," ","A"
"CORPUS CHRISTI ISD","KING H S","X","178904002","178904","178","02","NUECES","S","09 - 12","N"," "," ","A"
